Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Bahia,"Una experiencia única, los restaurantes que estaban cerca muy buenos, la comida de lujo, había un juego inflable en el mar para disfrute, cuenta con muchos servicios cerca, aunque el acceso al lugar es un poco difícil.",,4,"Ocoyoacac, México",,jun de 2020
Maravillosamente increible,Las islas marietas un hermoso lugar con abundante fauna marina y la hermosa playa del amor ademas el mar tiene un color azul muy hermoso y que decir de los coloridos peces alrededor de las lanchas,,5,"Puerto Vallarta, México",,ene de 2020
Fun and educational for the whole family,"We took the Bahia Allegre catamaran for a day in the Bay. The crew was the best!!! Safety first, and alot of fun. They offered breakfast, lunch and drinks. Alcohol was only available after we were done with all the activities. They included: snorkeling, Kayaking, paddle board, and swimming. All of that in the clean and beautiful water of the Bandera Bay.We saw dolphins and on the way back we saw a whale!!! Majestic, unforggetable time.There 12 in our group, ages 8 to 58, and we all had a wonderful time.Hats off to Luis and the lifeguard with 30 year experience on board. They were top notch, highly recommend this company.",,5,"Itajai, SC",,nov de 2019
"Clean, warm and inviting","The Bay was beautiful inviting us daily to swim, snorkel, sailk and explore it's beaches. Love this place!",,5,"Walnut Creek, CA",,oct de 2019
"Hermosas playas, variedad de comidas, todas las comodidades","Bahía de Banderas tiene para todo tipo de gustos, playas enormes con resorts todo incluido, pequeños pueblos pesqueros, plazas comerciales con cines y restaurantes, etc. Un sitio espectacular para vacacionar con todas las comodidades, y sobre todo muy seguro",,5,"Nuevo Nayarit, México",,nov de 2019
Breve caminata de regreso de la prueba de actualización de buceo,"Tomé un taxi desde nuestro hotel, el Riu Palace Pacifico, hasta un hotel cercano para completar un repaso rápido de buceo, ya que no he buceado en algunos años.Cuando terminé, Ana sugirió guardar la tarifa del taxi y caminar de regreso a la playa, lo cual hice, el mar está particularmente cálido y fue un agradable paseo de 40 minutos. Me detuvieron varias veces para vendedores de flores, souvenirs, puros y masajes, pero todos estaban bien, solo tenían que decir que no una vez y continuaron su camino, la arena es bastante suave bajo los pies, por lo que a veces es difícil caminar",,5,"Venice, FL",,sept de 2019
¡Vistas hermosas!,"Tomamos un paseo privado en catamarán alrededor de la Bahía de Banderas. ¡Fue increíble! La tripulación fue increíble. Prepararon guacamole, ceviche y sándwiches frescos. Nos detuvimos dos veces y nos metimos en el agua. No nado, pero no podía dejar pasar esta oportunidad. Estoy tan contento de haberlo hecho.",,5,"Sacramento, CA",,ago de 2019
¡Lo mejor de México! ¡Gente maravillosa!,"Mi esposo y yo tuvimos la suerte de tener tres hijos maravillosos que se casaron con personas fantásticas. Nos llevaron a Puerta Vallarta para mi 80 cumpleaños y nuestro 60 aniversario. Alquilaron una Villa, Villa Ventura, una hermosa Haciendo con siete habitaciones, un chef, un conserje, servicio de mucama y un conductor. Estábamos en la hermosa Bahía de Banderas y a 8 minutos de la antigua ciudad de Puerta Vallarta. Compramos hasta caer, caminamos por el malecón forrado de arte, fuimos a galerías culturales y hablamos con muchas personas. La gente aquí es amable, inteligente, cariñosa y amorosa, orientada a la familia y extremadamente amigable. Las playas son hermosas, especialmente Las Caletas, donde pasamos un día entero. Nadamos, nadamos con un león marino y rayas y tuvimos un fabuloso almuerzo buffet. La tirolesa hacia la bahía fue divertida y el campamento para adolescentes mantuvo entretenidos a nuestros nietos. Puerta Vallarta es una forma económica de disfrutar de unas vacaciones en la playa sin gastar demasiado. ¡El verano es temporada de ofertas, pero hace mucho calor! Estuvimos allí en noviembre hace unos años y el clima era hermoso.",,5,"Tigard, Oregón",,jul de 2019
¡Hermoso!,"Una hermosa bahía que tiene mucho que ofrecer. Playas, taxis acuáticos, animales acuáticos y peces para ver y madurar en su máxima expresión.",,5,"Mansfield, OH",,jul de 2019
Bahía de Banderas es HERMOSA !!,"La Bahía de Banderas es absolutamente impresionante y hermosa, y es aún más impresionante si viajas por la ladera de la montaña a uno de los restaurantes o fábricas de tequila y lo ves desde ese ángulo. . . aunque el autobús viaja hasta las montañas en esas pequeñas carreteras, a veces dan miedo (los conductores del autobús son fantásticos). Hay un montón de actividades maravillosas a lo largo de la costa, que incluyen hoteles / condominios, restaurantes, vendedores que venden todo tipo de cosas, así que traiga sus pesos, y puede caminar por la playa por millas (las playas mexicanas son todas de propiedad pública).",,4,"Lansing, MI",,nov de 2018
Vela de lujo - Ocean Adventures in Style !!!,"¡Mi esposo se encontró con los detalles de esta excursión al reservar nuestros otros e inmediatamente capturó sus ojos! ! ! ! ¡Esta fue nuestra última excursión en Puerto Vallarta y convencimos a nuestros amigos a unirse a nosotros en esta excursión! !Nos saludaron Miguel y su increíble tripulación cuando nos embarcamos, él es una persona en la que te encuentras una vez y ¡nunca lo olvidarás! ! ! Durante nuestro viaje a Bahía de Banderas tuvimos la oportunidad de avistar una tortuga marina, ver algunas ballenas jorobadas, algunas escuelas de delfines. Tres delfines habían visto nuestro bote y nadaban hacia nosotros, ¡eran tan juguetones y el que incluso se giró para vernos! Sentíamos que podíamos alcanzarlos y casi tocarlos. Nos sirvieron bebidas de todo tipo y un aperitivo que consistía en ceviche de camarón, guacamole y pan.Una vez que llegamos a Bahía de Banderas, realizamos actividades como snorkeling, remo, descanso, natación y uso del torpedo motorizado. Miguel y su equipo fueron de gran ayuda con el equipo mientras entretenían a todos. Una vez de vuelta en el barco, nos sirvieron una deliciosa comida ligera muy bien presentada, ¡recomendamos el aderezo hecho con fruta de la pasión y miel! En nuestro camino de regreso, las velas se abrieron y el poder del viento sobre el océano fue bastante fuerte. En general, una experiencia increíble! ! !Esta fue probablemente la excursión más memorable, ya que todos estaban bien mimados por el personal y había mucha emoción durante toda la excursión. Recomiendo encarecidamente esta excursión a todos los que visitan Puerto Vallarta! ! !",,5,"Vegreville, Canadá",,mar de 2019
Pasear por la ciudad,No puedes visitar Puerto Vallarta ni visitar el Malecón ni ninguna de las playas o restaurantes de la zona.,,5,"Wilmington, VT",,nov de 2018
La Segunda Bahía Más Grande de Latinoamericana,"Es la segunda bahía mas grande de latinoamericana, en esta se encuentra el pajaro de patas azules el cual solo se encuentra en Indonesia y en esta bahía, así como tambien se pueden encontrar las islas Marrietas, y los Arcos, así como tours super recomendados como el Marigalante y Ritmos de la Noche, son de los mas famosos y que realmente vale la pena si te gusta la naturaleza, la historia, cultura, comer, tomar, divertirte, etc... tiene un poco de todo.",,5,"Tijuana, México",,oct de 2018
Belleza natural,"Desde Punta Mita al norte hasta al cabo Corrientes al sur ésta bahía natural es una de las  más profundas del mundo. Forma parte del área conocida como Riviera Nayarit y  su principal destino turístico es Puerto Vallarta, además de otros como  Flamingos/Nuevo Vallarta y Bucerias. Es también un terreno importante de reproducción de la ballena jorobada. Como destino turístico es muy recomendable y no tiene nada que envidiarle al Mar Caribe. Sus características de bahía rodeada de cerros le brinda una calidez al agua y una protección a fuertes tormentas que garantiza muchos días de playa. Enorme cantidad de vida marina y pesca, es sin dudas un gran lugar para tus vacaciones.Si querés el ruído, comercios y la gente alojate en Puerto Vallarta, si querés un all inclusive más relajado busca por Nuevo Vallarta.",,4,"Rosario, Argentina",,sept de 2018
Skip Going During Rainy Season (Junio-Octubre),"No es que llueva tanto durante el día, de hecho fue un buen clima hasta aproximadamente las 6:30 pm de la noche durante nuestra visita de julio. Es el hecho de que llueve en las montañas, viaja a los ríos fangosos que desembocan en la bahía. De hecho, se puede ver el agua fangosa que viene del norte y se dirige a la bahía donde se encuentran todos los hoteles. Nos alojamos en el Marriott y llegó todos los días a eso de las 2:30 a las 3:00 p.m. Aseguran que es agua ""limpia"", pero yo personalmente no quiero nadar en un océano con tanta agua fangosa de río. Soy un poco snob oceánico. Viajamos a Nuevo Vallarta en la primavera un año y no tuvimos este problema. Podríamos haber estado al norte de los grandes ríos que entran en la bahía, no estoy seguro. Dicen que no ocurre en invierno / primavera, solo durante la temporada de lluvias.",,3,Florida,,jul de 2018
Spectacular,"On Monday 16th April we took a speedboat ride across the Bay, from Nuevo Vallarta to Boca de Tomatlan and our return journey as part of our Vallarta Adventures outdoor activities tour. It was a wonderful travelling experience as our boat sped across the top of the water, we were able to appreciate the size of the Bay and the spectacular mountains and their domination of the skyline.This Bay is situated on the west-central coast of the Mexican Pacific coastline, and is about 65 miles long.We asked our Tour Guide if there were any whales or dolphins in the Bay, he advised us that there were none, they had moved on some weeks ago to different waters, so sadly we saw nothing.Puerto Vallarta, Bucerias and Punta Mita are the largest towns within the Bay, also home to Puerto Vallarta and Nuevo Vallarta marinas. It is a favourite tourist location and there are a large number of hotels, golf courses and condominiums along the Bay.We stayed in Nuevo Vallarta for 2 weeks and very much enjoyed the views of the Bay which is flanked on all land sides by imposing mountains, Sierras. They are Sierra Vallejo on the northern part, Sierra Cuale to the East and Sierra El Tuito to the south and southeast.These contribute to the stunning backdrop to the Bay.Local tour guides will have you believe it is the largest bay in the world, the reality is somewhere else is.",,5,"Devon, UK",,abr de 2018
amazing whale watching,"We went on a snorkeling/whale-watching trip, and while the snorkeling wasn't great, the whale watching was amazing! It was mating season so we saw a lot of action. There was a group of about 10 of them in one spot! One whale came right up next to our little boat! We also went over to the Marieta Islands where we saw blue-footed boobies and other birds. It was great!",,5,"Carrboro, Carolina del Norte",,ene de 2018
Whales,"The Bay of Banderas is very scenic and of course houses Puerto Vallarta, Bucerias, La Cruz and more. The whale watching is fantastic. ",,5,"Winnipeg, Canadá",,ene de 2018
Bicicletas y cafe,"Combinación de deporte y de café en un excelente lugar muy bien ubicado y con bebidas varias además de venta, reparación y mantenimiento de bicis ",,5,"Puerto Vallarta, México",,ene de 2018
Mar y montaña ,Idónea para meterse al mar aunque el oleaje puede ser intenso de un momento a otro. La combinación de mar y montaña hace especial a esta playa. ,,5,"Puebla, México",,jul de 2017
one of the worlds most beautiful bays & city setting,"My friend & I took two day long trips out into Banderas Bay during our 10 day visit.   We took a Vallarta Adventures dive trip out to the Marrietas Islands and also a day luxury sailing day trip.  When returning from diving we were surrounded by the biggest school of dolphins I ever saw.  There were hundreds, and the captain stopped our boat so we could enjoy the amazing sight.  We also saw many frigate birds, both blue- footed and brown boobies, brown pelicans, and gulls.  A cruise on the bay is a must outing when visiting Puerto Vallarta. ",,4,"Anchorage, AK",,may de 2017
Many small villages and large towns,"Banderas Bay is home to a large number of towns and cities.  Much of the coastline is building up, but there are still smaller villages scattered about and they are always good to visit. North of Puerto Vallarta, which is the biggest city and just about center of the bay, you can drive to the smaller villages and towns.  Punta Mita & Bucerias are a couple of the larger areas and have interesting town centers.  They are worth a drive. South of Puerto Vallarta lie Mismaloya and Boca de Tomelin.  Mismaloya is tied to the movie ""Night of the Iguana"", although it has changed extensively since Elizabeth Taylor's visits. Bica is a thriving small port town; many water taxi routes using the port today.  boca is the last coastal town on the bay, from here the road cuts inland.  Any village to the south are accessed mainly by water taxi although a few have roads through the mountain originating mainly in El Tuito. The main villages along this stretch include Animas, Yelapa, Quimixto, Pizota, Conchas and Chimo. Yelapa is the largest of these and has water taxi service from los Muertos Pier in Puerto Vallarta.  It has a nice waterfall that can be hiked to, worthwhile (Pizota has a waterfall as well).  It also has a nice pier/dock...a few of the villages have none, necessitating a jump onto the surf from the water taxi.  Chimo collects passengers in a small canoe and transports them from the taxi to the beach. Quimixto is a fair sized settlement, Pizota has about 80 residents, Conchas is just 24 palapa style homes and Chimo residents number about 100.The water taxi ride is beautiful, taking just over an hour from Boca to Chimo, so days have heavy seas, so sit to the back of the boat if you can for a smoother ride. The taxi runs twice a day from Boca to Chimo, roughly 150 pesos each way (new rates may be in effect). Yelapa, Quimixto and Chimo have restaurants so they are good choices for day trips.  Pizota has a family or two who will cook if you give them advance notice--you may be eating in their homes. Most all the villages have some sort of accommodations available, Yelapa having the widest selection. Many places are listed on Airbnb or VRBO websites. This southern section of Banderas Bay is well worth exploring.",,5,"southern VA, USA",,abr de 2017
Bay Of Banderas: The Jewel In The Crown Of Puerto Vallarta,"My  husband & I spent over a month enjoying views of Banderas Bay, this winter. We rented a cliff top condo in Conchas Chinas for the first half of of stay..This area was about a five minute bus ride from downtown PV. It was the area where the Sierra Madre Mountains cascaded down to meet the waters of Banderas Bay. We watched whales in the bay from our balcony. We had happy hours at Lindo Mar Resort & watched the sunset over Banderas Bay. We ate many meals on our balcony while we enjoyed its beauty & serenity. Our second condo was in an area just north of downtown PV. We were high on a hill & had expansive territorial Bay & city views. We spent hours on our balcony enjoying the marine action on the bay. Cruise ships, yachts, sailboats, pirate ships, fishing boats, parasailing, fireworks, seabirds, & more captured our attention during the day. Sunsets were glorious multicolored events. Truly magical!We were not content just to look a the dark blue water of Banderas Bay. We walked its shores along the Malecon. We ate & drank at waterside restaurants. We walked the beaches of Los Muertos, el Camerones, & Mismaoya. We swam in it. This 62 mile bay was truly the jewel in the crown of Puerto Vallarta. I look forward to spending another winter's month gazing at its beauty.",,5,"Nanaimo, Canadá",,ene de 2017
IT'S BEAUTIFUL,"A beautiful spot on the West Coast of Mexico.  We went the last 2 weeks of February 2017.  The weather was great and the resort we stayed at was fabulous  The Marival Resort and Suites is a great place to stay.  Close to the airport, right and the beach and not far from Puerto Vallarta.",,5,"Slave Lake, Canadá",,feb de 2017
Fabulous holiday place,This has to be one of the most beautiful places in the world. The weather is so stable and to sit on you deck and watch dolphins and whales is truly spectacular.We have been scuba diving and as long as the water is calm the diving is wonderful.,,5,Penticton,,ene de 2017
Tranquilo,"Hermoso lugar para observar a la gente o a los barcos que entran y salen. Un montón de vendedores ambulantes, así que ten cuidado, jajaja. . . . La mayoría de peso. no de EEUU o Canadá.",,5,,,ene de 2017
Mi lugar favorito :-).,Hacía frío!El mar estaba agitado.Caminó hasta el muelle principal de 3 x cada día.Es un lugar sumamente tranquilo.El mejor para la fuerza :-) ♡ shelleen.,,5,"Regina, Canada",,ene de 2016
Un pedacito de paraíso.,"La bahía de Banderas es precioso. Las playas son de arena dorada cubierta de personas tratando de vender recuerdos.Si un surfista después grandes olas típicamente no van a encontrar aquí. Son adecuados para algunos boogie board. Olas más grandes están en Sayulita y San Pancho.Hay un montón de cosas diferentes que hacer, kite boarding, parasailing, esquí acuático, buceo, tubing, sky, buceo y buceo con escafandra y puenting son algunas de las cosas que puede hacer.Hay muy buena pesca, con una amplia variedad de especies. Ballenas, delfines y tortugas de mar son todas las cosas que he visto allí.Un poco de asesoramiento con los mercaderes en la playa nunca pagar el precio preguntar.",,5,"Puerto Vallarta, México",,abr de 2016
Zona de clima siempre buena increíbles...,Zona muy bonita con una de las bahías más profundo en la tierra ... de 3000 metros de profundidad en algunas zonas. esta es la razón por la que me encanta esta zona norte,,5,Minneapolis,,abr de 2016
Precioso,Puerto Vallarta se encuentra en el centro de la Bahía de Banderas. Hay muchos lugares hermosos en la bahía. La mejor atracción es avistamiento de ballenas. Se puede ver desde la orilla o ir en una excursión avistamiento de ballenas.,,5,"Winnipeg, Canadá",,feb de 2016
Un hermoso paisaje.,"Nuestro hotel estaba en esta bahía, así que nos encantó comer el almuerzo y viendo la bahía. Las vistas de las montañas son impresionantes. Hay algunos deportes acuáticos y también puedes ver los enormes cruceros llegando a la Marina. Al parecer, algunas veces usted puede ver las ballenas y delfines, pero que no fueron tan afortunados.",,5,"Niagara-on-the-Lake, Canadá",,ene de 2016
Fraude en compra de lote frente a la playa.,"El lugar es hermos, por esa razón disidimos adquirir un lote frente a la playa. Lote No 4, dimos 10,000 dólares de anticipo. Resulta que después nos cobraran hasta parte de la playa, que pertenece a la federación, quedaron de regresarnos el anticipo porque no estábamos de acuerdo con las modificaciones de la superficie (por la razón antes señalada) esto fue en abril del 2012 y aún no nos regresan nuestro dinero.Fraude total Hemos dado vueltas y hablado en oficinas en Guadalajara y nomás se turnan la bolita, pero nada de dinero.",,1,"Guadalajara, México",,feb de 2015
Un municipio lleno de bendiciones,"Vivir y vacacionar en este maravilloso destino cambia la vida de cualquiera. un incomparable paisaje donde la naturaleza, la paz y el grato trato de sus habitantes hacen de este destino uno de los mejores en Nayarit y en México. Recomiendo en especial hospedarse en la Marina de Nuevo Vallarta. Marina Banderas, hotel boutique & suites.",,5,"Nuevo Nayarit, México",,dic de 2015
Vistas estupendas,"La bahía es bastante grande en cuanto a bahías son afectados, pero provee protección a todos los resorts que bordean la bahía debido a su posición del Pacífico abierto.Como consecuencia los complejos que frente la bahía en la mayoría de los casos tienen fantásticas playas. Además, para los que visitan Puerto Vallarta a finales de noviembre y diciembre probablemente será capaz de ver ballenas que emigran de los resorts frente a la bahía.",,5,Granum,,nov de 2015
Agua de fantástico,"Una ciudad de mar que tiene un montón de ""viejo"" México, con comodidades de Estados Unidos. La bahía es la atracción principal actividad everyvwater withvabout que puedas desear.",,5,"Pensacola, FL",,nov de 2015
