Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Museo y más,"Esto es algo más que un ""museo"". Son los restos de un complejo que fue el corazón de la Ciudad de México antes de que los españoles tomaran el control. Hay un museo ""normal"" aquí también y uno bastante decente. Es el terreno que sin duda vale la pena ver de cerca y ofrecer una buena vista de lo que queda, así como los alrededores.",Pareja,5,"Esto es algo más que un ""museo"". Son los restos de un complejo que fue el corazón de la Ciudad de México antes de que los españoles tomaran el control. Hay un museo ""normal"" aquí también y uno bastante decente. Es el terreno que sin duda vale la pena ver de cerca y ofrecer una buena vista de lo que queda, así como los alrededores.",20 de octubre de 2024,oct de 2024
Encantador museo pero diseño extraño.,"Muy bonito museo lleno de artefactos maravillosos. El diseño es un poco confuso porque tienes que salir de la sala de entrada principal para ver cualquiera de las cosas buenas: una vez pasado el registro de entradas, hay una pequeña y abrumadora sala, pero también una salida lateral que te lleva a una pasarela alrededor de los restos de pirámide exterior que luego te lleva a una zona de exposición masiva. un montón de la vía de paseo exterior estaba cerrada para nosotros, así que no vimos algunos de esos bonitos cráneos que veo en línea. la zona de exposición principal es bastante grande y toma un par de horas para ver. Hay una tienda de regalos muy agradable en la pasarela exterior que disfrutamos. Había un tipo afuera repartiendo volantes sobre el museo y cuando nos negamos cortésmente a tomar uno nos insultó. No estoy seguro de cuál era su problema.",Pareja,5,"Bellevue, WA",14 de octubre de 2024,sept de 2024
maravillosas ruinas en excavación y un maravilloso museo,Maravilloso museo y ruinas para explorar. Este es un maravilloso ejemplo de las culturas prehispánicas y la gente de la zona. Tardamos varias horas en recorrer las ruinas y el museo. Le recomiendo que vea las ruinas y el Museo de Antropología antes de ir a las pirámides - tendrá una mejor comprensión de lo que está mirando.,Familia,5,"Los Ángeles, CA",12 de octubre de 2024,oct de 2024
Vale la pena ver,Realmente fantástico! El museo está muy bien conservado con tesoros increíbles desenterrados. A través de unos pisos. Vale la pena ver,Pareja,5,Daydream48091477428,12 de octubre de 2024,oct de 2024
"Museo Sí, Ruinas... no tan emocionante","Aunque este sitio es históricamente significativo, una pieza central de la cultura azteca en la Ciudad de México. Caminar por la excavación que se realiza aquí, sin embargo, no es muy emocionante ya que el revoltijo de piedra no es visualmente atractivo. Pero el museo en la propiedad que te encuentras después de caminar a mitad de la excavación es increíble. Es un museo más moderno que muestra no solo artefactos encontrados en este sitio, sino que también contiene mucha información sobre la vida azteca en la época de la conquista. Puedes encontrar algo de la misma información en el gran museo de antropología en Chapultapec, pero aún así nos encantó el enfoque singular de este museo que contiene la estatua que se encuentra en este sitio. Pasamos una buena hora aquí. Es importante tener en cuenta que es costumbre que los aztecas, al igual que otros grupos nativos en mesoamérica, construyan un templo sobre otro, por lo que un templo puede tener de 4 a 7 capas con un templo que encierra a otro. Si vienes aquí ves evidencia de todos los templos desnudos, por lo que es difícil discernir lo que estás viendo aquí. Es por esto que es posible que desee contratar un Guía en el sitio (recorrido de 30 minutos es la norma) , que puede ilustrar lo que está viendo si no puede visualizarlo usted mismo.",Pareja,4,"Aunque este sitio es históricamente significativo, una pieza central de la cultura azteca en la Ciudad de México. Caminar por la excavación que se realiza aquí, sin embargo, no es muy emocionante ya que el revoltijo de piedra no es visualmente atractivo. Pero el museo en la propiedad que te encuentras después de caminar a mitad de la excavación es increíble. Es un museo más moderno que muestra no solo artefactos encontrados en este sitio, sino que también contiene mucha información sobre la vida azteca en la época de la conquista. Puedes encontrar algo de la misma información en el gran museo de antropología en Chapultapec, pero aún así nos encantó el enfoque singular de este museo que contiene la estatua que se encuentra en este sitio. Pasamos una buena hora aquí. Es importante tener en cuenta que es costumbre que los aztecas, al igual que otros grupos nativos en mesoamérica, construyan un templo sobre otro, por lo que un templo puede tener de 4 a 7 capas con un templo que encierra a otro. Si vienes aquí ves evidencia de todos los templos desnudos, por lo que es difícil discernir lo que estás viendo aquí. Es por esto que es posible que desee contratar un Guía en el sitio (recorrido de 30 minutos es la norma) , que puede ilustrar lo que está viendo si no puede visualizarlo usted mismo.",17 de septiembre de 2024,sept de 2024
Vale la pena visitarlo!,"Esto fue una sorpresa para mí. El sitio es mucho más grande de lo que pensaba. Gran parte de las ruinas estaban cubiertas cuando las visitamos porque estaban en obras, pero el museo en sí era enorme y muy interesante. Visitamos otros, pero este fue, con diferencia, el más interesante y mejor diseñado. Al ser uno de los museos del INAH el costo fue de 95 pesos.",Pareja,5,"Provincia de Burgos, España",11 de septiembre de 2024,sept de 2024
Templo Mayor; una antigua ciudad azteca,"Estamos fascinados con la historia mexicana. Así que, mientras estábamos en la Ciudad de México, caminamos alrededor de la plaza central y vimos el Templo Mayor. Es interesante que la ciudad moderna se construya sobre la antigua ciudad azteca.",Pareja,5,"Chapala, México",4 de septiembre de 2024,ago de 2024
"Visita recomendada, muy interesante.","Este es un museo de sitio muy interesante y completo. La visita parte con la vista de una maqueta del complejo, luego un recorrido por la zona excavada, para terminar dentro del museo donde se resguardan las piezas encontradas. Fue una muy grata sorpresa, ya que no esperaba encontrar tanta historia y la oportunidad de recorrer un sitio arqueológico que se encuentra aún en excavación, literalmente en medio de la ciudad. Sinceramente, una de las experiencias que más me gustó en mi visita a esta ciudad.",Pareja,5,"Copacabana, Bolivia",16 de agosto de 2024,ago de 2024
Un gran Museo.,"Hace más de 10 años que fue la última vez que tuve la oportunidad de visitar este sitio.Y recuerdo que fue, muy interesante y educativo, así que en esta visita reciente no fue la excepción.La ubicación conocida por todos, Plaza central de CDMX a un costado de catedral es donde se localiza, la cuota de recuperación honestamente no es muy elevada, los domingos como todos los sitios historicos en México es gratis para nacionales mostrado INE.Definitivamente es un museo en el cual vale la pena hacer el recorrido con la familia, ojo probablemente a los niños pequeños, no les resulte atractivo y eso puede distraer a los papás de disfrutar al 100 la visita, para que lo tengan en cuenta.Otro dato a considerar, como mínimo tengan en mente que necesitan de 3 hrs para poder visitar y disfrutar el museo, lo pueden hacer en menos tiempo? Claro pero se perderán un poco de leer, intercambiar opiniones, etc.Definitivamente si es un museo qué se disfruta y vale mucho la pena visitar.Así que no duden en hacerlo.",Pareja,5,"Cancún, México",14 de agosto de 2024,ago de 2024
Una ventana a la rica historia de México. ¡Debo ver!,Este museo muestra parte de la capital azteca y la principal zona del templo que han encontrado y excavado. Usted puede ver que continúan trabajando para descubrir algunas de las áreas. También podrás ver algunos de los fantásticos hallazgos dentro del museo. Lo recomiendo encarecidamente! Una gran ventana al pasado.,Familia,5,Una ventana a la rica historia de México. ¡Debo ver!,7 de agosto de 2024,jul de 2024
"""Museo Templo Mayor""","Este recinto tiene gran valor histórico,es Patrimonio de la HHumanidad.Es un sitio arqueológico muy importante de  la cultura Azteca,la antigua Tenochtitlán.Hay vestigios de las pirámides y altares ceremoniales.Está también el museo con una información completa de la cultura Azteca.Está abierto de Martes a Domingo,de 9:00 a 17:00 horas,el valor de la entrada es de 95 pesos,o sea,unos 5 dólares.¡¡Muy interesante!!",Amigos,4,"La Serena, Chile",7 de agosto de 2024,mar de 2024
Grandes ruinas,"Me encanta ir a este lugar por que puedo conocer más sobre la cultura mexica, lo mejor de todo es que puedo imaginar como era la vida en la antigua aztlán.",Amigos,5,Carlos S,25 de julio de 2024,sept de 2023
Espectacular museo,"Amé mi visita a este museo, tienen una gran colección y lo bueno es que no está muy lleno. La zona arqueológica es grandiosa.",Familia,5,Alfonso P,24 de julio de 2024,jul de 2024
Genial,"Sin duda, nadie se puede perder esta visita, el Museo del Templo Mayor es un lugar extraordinario. De verdad no se lo pueden perder.",Amigos,5,Acucia F,22 de julio de 2024,jul de 2024
Una joya infravalorada,"Este museo es insano, en verdad no entiendo como es que no es tan visitado, sin embargo tiene su encanto y hay mucha información.",Pareja,5,Acoidan L,12 de julio de 2024,jul de 2024
Entrada oculta y Museo--encuéntrelo y se sorprenderá.,"Un poco de un museo oculto que en realidad tiene una mejor colección y exhibición que algunos otros lugares. 1 . Es difícil encontrar la entrada a este museo... está debajo del Templo Mayor. 2 . El edificio de entrada ""frontal"" no es el museo. . . es necesario salir al sitio del Templo Mayor y a unos 100 metros de la entrada encontrará un increíble museo de aire acondicionado. Excelente historia y piezas en exhibición. El museo necesita agregar alguna señalización a la entrada y al edificio principal del museo y la ruta para llegar allí.",Familia,5,Estados Unidos,11 de julio de 2024,jul de 2024
No fue el mejor,"La verdad es que esperaba mas de este lugar, creo que falta una persona que vaya explicando lo que eran cada sector de las ruinas porque uno que no conoce el tema solo mira y ve ruinas sin historia y así no valora lo que es. Lo digo en base a otras visitas en las que si tuve un guia que contaba la historia.La guardia me hizo botar una botella de Cocacola individual recién comprada sino no podía entrar. No veo el daño que podría causar con eso, pero lo respeto. Para mi hubo otros lugares mas interesantes.",Solitario,3,"Tel Aviv, Israel",4 de julio de 2024,jul de 2024
Absolutamente una visita obligada,"Fantástico sitio arqueológico con museo adjunto. Como los restos del Gran Templo, fue el centro del universo mexica thenpre - conquista. Los artefactos que guarda el museo fueron encontrados en el sitio. Sin duda una visita obligada si usted está interesado en la historia de México.",Familia,5,"Fantástico sitio arqueológico con museo adjunto. Como los restos del Gran Templo, fue el centro del universo mexica thenpre - conquista. Los artefactos que guarda el museo fueron encontrados en el sitio. Sin duda una visita obligada si usted está interesado en la historia de México.",29 de junio de 2024,jun de 2024
Maravilloso,"Este lugar está muy bonito, aunque desde afuera se ven unas ruinas cuando entras descubres un mundo prehistórico muy bonito y con mucha historia",Familia,5,"Villa Clara Province, Cuba",10 de junio de 2024,jun de 2024
¡¡¡Definitivamente vale la pena!!!,"Me sorprendió gratamente el Templo Mayor, esperaba que este recorrido fuera corto y agradable, pero me alegró ver que también tenían un museo de buen tamaño para acompañar el recorrido a pie por los terrenos... pasé una buena cantidad de tiempo en el museo. …. ¡Muy recomendable! ! ! !",Amigos,5,Oscar M,14 de mayo de 2024,may de 2024
"No es el Museo de Antropología, pero está muy cerca del segundo.","No es el Museo de Antropología, pero sí el segundo. Visita obligada en tu visita al sitio arqueológico. Es un museo bien organizado y fácil de navegar.",Pareja,5,Estados Unidos,25 de abril de 2024,abr de 2024
Y una excelente manera de experimentar la antigua historia mexicana.,Hay una cantidad asombrosa de historia mexicana. Todo lo que mostré en su mejor momento. El precio de la entrada es bajo.,Familia,5,"Roanoke, VA",22 de abril de 2024,dic de 2023
Un viaje atrás en el tiempo,"Historia, historia y más historia.México está lleno de lugares fascinantes y sitios históricos sorprendentes.Este templo fue encontrado mientras algunos trabajadores de telecomunicaciones excavaban el terreno.De repente, encontraron una piedra enorme que los arqueólogos sabían que estaba situada en un templo importante.Hoy en día aún podemos observar muchos de los objetos encontrados y algunos de los muros y pinturas del Templo.El Azteca se construyó sobre templos existentes, y puedes ver varias capas de esas construcciones.Todavía hay estructuras descubiertas, enterradas en el corazón de la Ciudad de México y todavía se están realizando excavaciones debajo de la ciudad.¡Sólo podemos imaginar lo que aún queda por encontrar!",Pareja,5,"Aguas de Lindoia, SP",20 de marzo de 2024,mar de 2024
No te lo pierdas,"¡El museo es impresionante! Hay tantas cosas que ver en él que nos tomó unas horas.Mucha gente no visita el Templo Mayor porque cree que lo vio todo con solo caminar por él, pero están muy equivocados.¡No te pierdas el museo!",Familia,5,"Sarajevo, Bosnia-Herzegovina",25 de enero de 2024,ene de 2024
Una excelente manera de experimentar la antigua cultura azteca.,"Qué gran lugar para sumergirse totalmente en la antigua historia azteca. Hay mucho que ver en el museo y en sus alrededores, así que planifique una visita de varias horas.",Amigos,5,"Roanoke, VA",1 de enero de 2024,dic de 2023
No te pierdas,Este museo es una verdadera joya. Bien distribuido. No esperaba tantos artefactos y obras de arte geniales.,Familia,5,"Atlanta, GA",28 de diciembre de 2023,dic de 2023
Mucha cultura,"Lugar con mucha historia, es muy bonito el museo además de que te dan información muy interesante sobre los primeros asentamientos aquí.",Solitario,5,Aldo N,18 de diciembre de 2023,nov de 2023
Indispensable visita en  ciudad.,En mi tour me dieron mucha información acerca de los mexicas y Tenochtitlan que me quedo la espinita de conocer más a fondo y visitar el Templo Mayor. Tiene relatos de los dioses super interesantes.,Familia,5,"Morelia, México",1 de diciembre de 2023,nov de 2023
Un tesoro cultural,Un tesoro cultural que México aún está descubriendo. Un sitio arqueológico activo en medio de una de las ciudades más grandes del mundo. 90 pesos.,Solitario,5,Un tesoro cultural que México aún está descubriendo. Un sitio arqueológico activo en medio de una de las ciudades más grandes del mundo. 90 pesos.,18 de noviembre de 2023,nov de 2023
historia increíble,"Historia fascinante bien representada en una exposición de ocho salas.Visitamos esto durante un recorrido a pie por la ciudad, pero hay mucha más información en el museo.Es increíble la cantidad de artefactos que se encontraron. También es fascinante especular: ¿hay más?Es una visita fácil e intelectualmente estimulante.El precio de la entrada es de $90 MXN (~$6 USD).",Familia,5,"Potomac, MD",15 de noviembre de 2023,nov de 2023
Museo y yacimiento.,"Gran museo, dividido en dos edificios, y yacimiento arqueológico en constante excavación. El museo alberga una maqueta de Tenochtitlán y piezas del yacimiento. Destaca a su vez la gran piedra circular de Coyolxauhqui. Se puede pasear por el yacimiento, aunque no por todas las áreas.",Pareja,4,"Madrid, España",15 de noviembre de 2023,oct de 2023
Mucha historia,"Los restos de los muros exteriores se pueden ver desde la calle, pero es en el museo donde se pueden ver muchas piezas históricas interesantes.",Pareja,4,"Nottingham, UK",12 de noviembre de 2023,nov de 2023
Fascinante e informativo.,"Una vista fascinante y maravillosa, justo en el centro de la ciudad, el templo siempre es una buena visita y el museo a la vista es muy interesante y explica no solo el templo sino el México prehispánico.",Pareja,5,"Una vista fascinante y maravillosa, justo en el centro de la ciudad, el templo siempre es una buena visita y el museo a la vista es muy interesante y explica no solo el templo sino el México prehispánico.",14 de octubre de 2023,oct de 2023
INCREÍBLE....perderse esto es como perderse el Foro si vas a Roma!!!,"Sólo puedo decir ""inclinar la cabeza"". Este es un top tres que debes ver en la Ciudad de México. La excavación y preservación del sitio es de clase mundial, ¡particularmente porque los españoles lo derribaron! No se puede perder las reliquias que se exhiben en la estructura del museo en la parte trasera. Es una estructura de 4 pisos, y en la planta baja realmente no tienes una buena sensación de que valga la pena entrar, ¡pero no te lo pierdas! Cada piso mejora y puedes pasar una hora aquí y verás hallazgos críticos que no ves en el Museo de Antropología. Me sorprendió lo asequible que es el museo y la poca gente que había allí, ya que la entrada es oscura porque está bajo tierra en la esquina trasera derecha de la catedral y no está particularmente bien señalizada. Sin embargo, el museo NO es la pequeña área subterránea donde se venden las entradas, sino la enorme estructura de 4 pisos al otro lado de las excavaciones del templo.",Pareja,5,"Sólo puedo decir ""inclinar la cabeza"". Este es un top tres que debes ver en la Ciudad de México. La excavación y preservación del sitio es de clase mundial, ¡particularmente porque los españoles lo derribaron! No se puede perder las reliquias que se exhiben en la estructura del museo en la parte trasera. Es una estructura de 4 pisos, y en la planta baja realmente no tienes una buena sensación de que valga la pena entrar, ¡pero no te lo pierdas! Cada piso mejora y puedes pasar una hora aquí y verás hallazgos críticos que no ves en el Museo de Antropología. Me sorprendió lo asequible que es el museo y la poca gente que había allí, ya que la entrada es oscura porque está bajo tierra en la esquina trasera derecha de la catedral y no está particularmente bien señalizada. Sin embargo, el museo NO es la pequeña área subterránea donde se venden las entradas, sino la enorme estructura de 4 pisos al otro lado de las excavaciones del templo.",16 de septiembre de 2023,sept de 2023
PRINCIPAL TEMPLO DE LA CULTURA MEXICA,Caminamos por el zócalo y llegamos a este Museo este sitio es lo que fuera el principal templo de la civilización mexica y exhibe más de 14000 objetos.Es fascinante adentrarnos a la historia y conocer más acerca de las civilizaciones.,Familia,5,"Guadalajara, México",10 de agosto de 2023,ago de 2023
Ruinas casi perdidas,"El Templo Mayor es una ruina obligada que casi se perdió en la historia hasta que fue redescubierta hace unos 100 años. El lugar tiene ruinas y un museo que tarda unas horas. Si te gusta la historia y las ruinas, debes ver.",Familia,5,Joshua B,17 de julio de 2023,jul de 2023
"Personal horrible, deshonesto y poco profesional.","Bonita zona histórica. El personal nos persiguió todo el tiempo pidiéndonos que viéramos nuestros boletos. Esto sucedió 4 veces diferentes la última vez que intentaron dar a entender que teníamos que pagar más. Nos fuimos. La persecución procede fuera del museo hacia la plaza insistiendo en que paguemos más. Estas personas son turbias, corruptas y muy poco profesionales. Te sugiero que simplemente camines afuera. No pagues los 90 pesos para entrar. Ves un área pequeña de una habitación o 20 artefactos y tienes acceso a un corto paseo. No vale la pena ni el tiempo ni la molestia.",Pareja,1,"Sacramento, CA",30 de junio de 2023,jun de 2023
Rememorar desde el subsuelo,"Casi imperceptible, pero visible y un viaje al pasado es el Museo del Templo Mayor. Bello e inquietante al pensar que en el centro de la ciudad de México se encuentra tanta historia, tantos elementos de un pasado ancestral que nos hacen pensar cómo era todo antes de ser la ciudad que hoy es. Recomendado para quienes gustan de saber un poco más del lugar que visitan.",Amigos,5,"Bogotá, Colombia",26 de junio de 2023,dic de 2022
Mucha historia,"Una parada obligatoria si ya fuiste al Templo MayorVerás muchas piezas recuperadas del sitio, junto con algunas historias sorprendentes al respecto que te permitirán reconocer lo rudas que eran esas personas.",Solitario,5,"Santo Domingo, República Dominicana",12 de junio de 2023,mar de 2023
