Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Está bien,"Estaba un poco lluvioso cuando fuimos y era de noche. Llegamos allí alrededor de las 6 pm. Ubered sin Reserva o tour. Cuando salimos del Uber había un montón de gente que se nos acercó para alquilar un barco. Estaban cobrando más que el letrero y cuando pedí el precio del letrero me lo dieron. No había mucha gente debido a la lluvia y a la hora del día. En general estaba bien. Fue genial verlo, pero nuestro “capitán” no era divertido o atractivo y simplemente nos ignoró. El tiempo que estuvimos allí era más de un ambiente de fiesta y habría sido tan divertido con un grupo de amigos. Acabábamos de comer y no trajimos nada. No vimos muchos barcos vendiendo bebidas, solo comida. Así que nuestro barco lleno de mis hijos y marido y yo no era tan divertido como los otros barcos de fiesta. Me alegro de haber ido pero desearía haber traído bebidas. Se detuvieron en el lugar de los animales (serpientes, un zorro, lagartos y axolotl) y no teníamos idea de que eso estaba sucediendo. No me gusta ir a lugares que tienen animales en condiciones cautivas no ideales, pero eran agradables allí. Larga historia más larga si tienes más tiempo o un grupo de amigos ir y traer bebidas / aperitivos de comida y disfrutar. Es realmente genial verlo, pero no me divertí tanto como podría haberlo hecho",Familia,4,"Houston, TX",12 de agosto de 2024,jul de 2024
LUgar fav,"Me encanta ir a las trajineras, ya que puedo disfrutar del paisaje mientras como y tomo algo disfrutando del paisaje. Me encanta mucho ir aquí",Amigos,5,Renata M,25 de julio de 2024,sept de 2023
De lo mas deli en México,"Me encanta ir a trajas, y es que en este lugar puedes disfrutar de un buen paseo mientras te avientas unos drinks bien coquetos y te acompañas de los músicos que van en las otras lanchitas.",Amigos,5,De lo mas deli en México,23 de julio de 2024,sept de 2023
Me gustó,"Ideal para una reunión con buena música, buena comida y en un lugar super emblemático, me gustó muchísimo y lo recomiendo",Amigos,5,Academia O,22 de julio de 2024,jun de 2024
Colorido,"Es un embarcadero precioso, solo que la comida de alrededor y las artesanías las sentí un poco elevadas de precio, fuera de eso la aventura es única.",Familia,5,Laura C,22 de julio de 2024,jul de 2024
Lago sucio,"Estos no son “jardines flotantes”, solo un lago sucio, absolutamente no vale la pena pasar un tiempo o un dólar, está rodeado de algunos edificios sombríos, completamente decepcionado",Solitario,1,1 aporte,21 de julio de 2024,jul de 2024
"Bonito, pero muy sucio",Una lástima que una zona tan bonita como las trajineras esté llena de basura y ruidero de los demás. Me pensaré volver a visitar este sitio.,Solitario,3,Acisclo R,15 de julio de 2024,jul de 2024
me gustó,"Fue muy divertido venir a las trajineras de Xochimilco, mi familia se la pasó increíble mientras disfrutábamos de comida y bebidas",Familia,5,Aidan Macias A,10 de julio de 2024,jun de 2024
Forma divertida de pasar unas horas,"Para una excursión de un día de bricolaje a los canales de Xochimilco, se puede llegar en transporte público (aunque el viaje es largo y puede requerir algunos traslados) o tomar un Uber. Si no vas a Xochimilco en una visita guiada, tendrás que alquilar tu propia trajinera o bote. La tarifa actual para un barco es de 600 pesos por hora, sin importar cuántas personas estén en el barco. Embarcadero Cuemanco es donde fuimos. Aparentemente Nuevo Navitas es más una escena de fiesta, que no me di cuenta, pero luego nos enteramos de que es una estafa cerrada y nuestro conductor de uber comenzó a llevarnos a otro lugar que aparentemente es una estafa aún más grande. Si vas a Embarcadero Cuemanco puedes pedirles que se detengan en el lugar del axolotilo, hacía frío ver a los lagartitos y tenían baños (10 pesos) también. Una forma muy agradable de pasar unas horas!",Familia,4,"Joshua Tree, CA",24 de junio de 2024,mar de 2024
"Cosa genial que hacer, evitar AH estafadores","Estafadores por todas partes. Hay gente en motocicleta mintiendo sobre el cierre del puerto principal. Eso termina cuando la gente va a puertos más pequeños, pagando de más por el viaje, etc. Tienen pastillas en los chalecos prácticamente tratando de bloquear la carretera para que no vayas a Nativitas. ¡No caigas en ello! Tampoco vaya con los lugares tontos que cobran $ 40 - 50 dólares por persona, debe ser más de $ 20 para una persona para entrar en los botes.",Amigos,3,Ale P,23 de junio de 2024,jun de 2024
No pierdas el tiempo,"¡Esto fue terrible! Nos cargaron durante una hora y terminamos en 40 minutos. Nada que ver, y la gente era grosera. Muchos borrachos en el agua y estaban diciendo cosas desagradables sobre los turistas. No recomendaría esta excursión.",Solitario,1,1 aporte,22 de junio de 2024,jun de 2024
Lleno de plantitas,"Estuvo entretenido, pero realmente recomiendo que vayan que entienda cómo funciona esto, porque dicen que hay trajineras oficiales y otras que no. Lo más bonito fue ver viveros mientras ibas en tu recorrido.",Familia,5,Monserrat L,20 de junio de 2024,jun de 2024
Trampa turística,Trampa turística a evitar a toda costa. ¡Realmente te llevan de paseo! Te cobran de más por un pequeño viaje entre botes llenos de borrachos.,Pareja,1,"Mérida, México",9 de junio de 2024,jun de 2024
Áspero alrededor de los bordes pero maravillosa experiencia,"Definitivamente no era lo que esperábamos, pero tener conversaciones con los guías locales en el barco nos ayudó a entender mejor la cultura detrás de todos los barcos. Esto no es solo un lugar de destino turístico, es una experiencia de cultura que está disminuyendo tan rápidamente. Tener esa información hizo el viaje mucho más enriquecedor y divertido. Una experiencia tan vibrante y edificante. Sí, es caótico. Sí, la gente tratará de venderte en su aventura específica. Y sí, es áspero alrededor de los bordes. Pero esa es la belleza en ella si no tienes miedo snob",Amigos,5,"Filadelfia, Pensilvania",8 de junio de 2024,jun de 2024
El guía turístico de Garbiñe hizo que nuestro recorrido fuera seguro y divertido.,"Xochimilco fue muy divertido. Gabiñe, nuestra guía turística, pidió nuestra comida y nos esperó a nuestra llegada.Obtenga un recorrido por Xochimilco de 2 a 3 horas.",Familia,5,"San Diego, CA",7 de mayo de 2024,may de 2024
Prepárate para divertirte,"¡Divertido! Las reseñas a continuación te dicen mucho. Y cuanto más grande sea el grupo, más diversión podrás tener.Hicimos una gira. Y viste a los tipos con chaleco marrón y moto esperando para hablar con viajeros inseguros. Así que sé consciente de eso.De lo contrario, diviértete. Los precios de alimentos, bebidas, botes y mariachis están publicados en el muelle. Es una experiencia única.",Pareja,5,bigwavejames,31 de marzo de 2024,mar de 2024
Cuidado con los costos,"Cuidado con los precios. En otros puestos nos cobraban 600 por persona por una hora. Sin embargo, caminamos hasta el puerto Nativita y encontramos una embarcación que se llama colectivo y cobra 45 pesos por persona. Hace el mismo recorrido con más personas pero la experiencia es la misma y puedes acceder a los mismos servicios",Pareja,5,Navigator12173263852,30 de marzo de 2024,mar de 2024
Estafa total aléjate,Estábamos deseando vivir una experiencia maravillosa con nuestra familia. Al entrar al lugar fuimos acosados por vendedores. Intentaron cobrarnos diez veces el precio publicado. Casi nadie caía en su estafa. Cobran 600 pesos por lancha por hora. Al final no respetaron ese precio. No nos dejaron compartir el barco con otra familia e insistieron en 6000 pesos. Nos fuimos y no montamos.,Familia,1,Carl,29 de marzo de 2024,mar de 2024
No necesita costar mucho,"Fuimos hoy y tomamos el metro desde la estación Zócalo. El costo fue de 8 p por persona por el viaje. Fue una aventura, muy movida, pero también lo es todo en la CDMX. Alquilamos nuestra propia barcaza, 4 personas por $ 1000 por 45 minutos. Podrían haber sido hasta 20 personas por el mismo precio. 45 minutos fueron suficientes. Fue divertido pero fue suficiente. Había vendedores de bebidas y comida en tierra y en barcazas. Muchos gritos, Mariachis en barcazas. Me alegro de haberlo hecho, pero no volveré a ir.",Pareja,4,"Kamloops, Canadá",27 de marzo de 2024,mar de 2024
Maravillosa experiencia en la naturaleza.,Visitamos una organización sin fines de lucro a través de una experiencia de Airbnb. Maravilloso ver la naturaleza y la historia y la granja local. Si quieres una visita tranquila ve en un día laborable.,Pareja,5,"Phoenix, AZ",18 de marzo de 2024,mar de 2024
Aprobechadores.,"LA verdad estabamos facinados con visitar xochimilco pero nos trataron de robar, fueron muy aprobechadores,nos cobraron $3300 por una hora y media y aparte nos querian cobrar por refrescos que no abiamos consumido,cuando miramos cuanto cobraban por hora fui a reclamar al modulo y muchos empleados del lugar nos rodearon tratando de intimidarnos fue una experiencia horrible,despues compre unas micheladas y las alteraron nos sentimos mal yo y mi familia despues de tomarlas.nos trataron de perseguir hasta el carro cuando reclame por el cobro tan caro y si nos dio mucho miedo por que eran muchos contra nosotros.no se por que hacen eso en ves de atraer el turismo,nos alejan y creanme que no regresaremos,no lo recomiendo por seguridad.ten cuidado si vas a ir a visitar....",Familia,1,1 aporte,10 de marzo de 2024,feb de 2024
No pierdas el tiempo aquí.,"Qué pérdida total de tiempo precioso en la hermosa Ciudad de México. Aquí no queda mucho jardín, sólo barcos muy cansados y pequeñas embarcaciones que intentan vender desde flores de plástico hasta diversos alimentos y bebidas. También puedes pagar para que músicos locales toquen una canción por 220 pecos por canción. Todo muy sucio y desagradable, muy decepcionado 1",Amigos,1,"Qué pérdida total de tiempo precioso en la hermosa Ciudad de México. Aquí no queda mucho jardín, sólo barcos muy cansados y pequeñas embarcaciones que intentan vender desde flores de plástico hasta diversos alimentos y bebidas. También puedes pagar para que músicos locales toquen una canción por 220 pecos por canción. Todo muy sucio y desagradable, muy decepcionado 1",9 de marzo de 2024,mar de 2024
Demasiado caro y sobrevalorado,"Mi reseña de este sitio es menos favorable y aquí están mis razones, enumeradas sin ningún orden en particular: 1 . **Tiempo de viaje**: Uber tarda aproximadamente una hora en llegar al destino, lo que puede ser todo un compromiso para algunos viajeros. 2 . **Reservas y precios**: si no ha reservado un recorrido con anticipación, prepárese para negociar agresivamente para asegurar una tarifa razonable. En mi experiencia no deberías pagar más de 400 pesos la hora. Yo desaconsejaría el alquiler de barcos que hay en las calles laterales, ya que allí es más difícil negociar un precio justo. 3 . **Ritmo del recorrido**: Después de conseguir un buen precio para un recorrido de dos horas, nuestro ""capitán"" tomó un ritmo pausado, lo que nos permitió cubrir solo la mitad de la distancia en comparación con otros barcos. Esto fue bastante decepcionante. 4 . **Falta de Dirección**: Sin un acuerdo claro sobre lo que se quiere ver, el recorrido carece de dirección. Terminamos sin cubrir mucho terreno y parándonos principalmente en centros de jardinería, que no era lo que esperábamos. 5 . **Lugares de interés y paradas**: Los principales lugares de interés de este recorrido son los caros centros de jardinería y la vista de otros barcos. La singularidad del sitio del Patrimonio Mundial de la UNESCO no era evidente en estas ofertas. 6 . **Actividades a bordo**: Una vez que la emoción inicial se desvanece, la mayoría de las personas en los barcos recurren a beber, comer o pasar tiempo en sus teléfonos, lo que puede restar valor a la experiencia. 7 . **Estatus de la UNESCO**: No me queda claro por qué este lugar está designado como Patrimonio de la Humanidad por la UNESCO. La experiencia no pareció reflejar el significado cultural o histórico típico asociado con dichos sitios.Estos aspectos contribuyeron a mi no tan buena reseña del sitio.",Amigos,2,"Londres, UK",12 de febrero de 2024,feb de 2024
¡Turístico pero muy agradable!,"¡Experiencia divertida durante una hora! Muy colorido, mucha música. . . ¡especialmente si invitas al mariachi a tu barco! Compramos cerveza fría a los barcos que pasaban. También hay comida pero no nos atrevimos.",Amigos,5,Roman K,2 de febrero de 2024,ene de 2024
Auténtico para la Ciudad de México,"Hermoso paseo por el lago Xochimilco con música de mariachi, maíz frito y bebidas a bordo.Lo que recomendaría es ir solo y no con agencia, ya que no vimos La casa de las muñecas porque íbamos en tres barcos y había mucha gente.",Pareja,5,Auténtico para la Ciudad de México,29 de enero de 2024,dic de 2023
Un lindo día y una experiencia única.,Es ruidoso y puede estar muy congestionado. No me gustaba quedarme atrapado en el canal. La zona es una trampa para turistas. Asegúrate de traer pesos para pagar los botes o te cobrarán mucho por pagar con tarjeta de crédito.,Familia,4,"Ile-de-France, Francia",15 de enero de 2024,ene de 2024
Único!,"Hola hola.Magnífica experiencia el pasear por los canales en una pequeña embarcación y ahí mismo comer, tomar y compartir fiestas con otros visitantes.",Amigos,5,"Ciudad de México, México",29 de diciembre de 2023,mar de 2023
Trajineras.,"Ir en trajinera no está mal, es diferente, aunque es muy lenta, se ve poco y al final es aburrida. El espectáculo de La Llorona no merece nada la pena: lento, mal montado (se ve y se oye mal) y tediosa la vuelta,",Pareja,3,"Madrid, España",25 de noviembre de 2023,oct de 2023
Divertido,"Llegamos al Embarcadero Nativita, pagamos por 2h la trajinera, subimos 1 pareja solos, fue divertido igual (pero nos pareció que si íbamos en grupos, lo pasaríamos mejor)En el recorrido te van mostrando las atracciones, y nos cruzamos con trajineras de bebidas, comidas, recuerdos y muchos mariachis. Con los cuales se negocia un precio para que toquen las músicas.Es muy interesante y lo recomiendo..Imperdible..",Pareja,4,"Asuncion, Paraguay",22 de noviembre de 2023,nov de 2023
"Xochimilco, no confiarse en los mariachis","Lugar muy bonito,  pero una pésima experiencia con los mariachis que quisieron sobrepasarse al cobrar varias veces por la misma canción a varios miembros del grupo en el que ibamos",Pareja,4,Diego A,18 de noviembre de 2023,nov de 2023
Divertido y colorido,Un agradable y placentero paseo de una hora a lo largo de los lagos fue un bienvenido cambio del agitado tráfico para llegar a Xochimilco.Muchos vendedores pasaban con refrigerios y cantantes de mariachi disponibles si los deseaba.,Pareja,4,"Nottingham, UK",12 de noviembre de 2023,nov de 2023
tiempo de diversión,"Tiempo de diversión, ya sea que pases solo una hora o media hora. Maravillosa selección ""flotante"" de comida, bebidas o entretenimiento. Ambiente limpio y seguro. Nuestro grupo se fue con grandes sonrisas. El personal es maravilloso. Definitivamente volvería a ir.",Amigos,5,"Cincinnati, OH",14 de septiembre de 2023,ago de 2023
Realmente no vale la pena,"Terminé aquí como resultado de un error de la compañía de viajes. Está bien, pero no sugeriría salir de mi camino por Xochimilco. Esto habría sido algo que habría hecho en mi visita de regreso a la Ciudad de México.Se trata principalmente de un crucero ligero en barco por una masa de agua sucia donde se sirve un almuerzo caro y, aun así, no atendieron bien mi pedido. Creo que el mariachi fue lo único bueno.Yo diría que lo hagas si no tienes nada más que hacer por el momento.",Solitario,2,"Dallas, TX",27 de agosto de 2023,ago de 2023
"Mucha diversión, pero asegúrate de llevar dinero en efectivo.","El paseo en barco fue muy divertido. Había mucha gente local ese día, fue muy festivo y feliz. Fue una parte favorita del viaje para varios de nosotros. Pero asegúrese de ir por su cuenta para averiguar el precio actual y llevar dinero en efectivo. Pagamos con tarjeta de crédito, nos cobraron una tarifa por eso, lo cual está bien, pero luego nos cobraron dos veces, lo cual no estuvo bien y terminamos la experiencia con una nota amarga.",Familia,4,Anne F,22 de agosto de 2023,ago de 2023
Vale la pena visitar,"Había leído muchos comentarios diciendo que esto es una trampa para turistas llena de estafadores y vendedores agresivos, así que estaba un poco preocupado por qué tipo de caos nos estaría recibiendo cuando llegáramos….Bueno, resulta que no había gente agresiva por ninguna parte, y los precios y las descripciones de los cruceros estaban muy claramente visibles para que todos los vieran. Me sentí seguro y totalmente normal en todo.Tomamos el crucero de 2 horas y fue tan hermoso como lo fue en 2007 cuando visité Xochimilco por última vez.Una cosa buena a tener en cuenta es que solo aceptan efectivo y no hay ningún cajero automático cerca.Además, el crucero hace una parada en un entorno bastante incompleto del tipo ""acuario de ajolotes"" (que en realidad es solo una tienda de campaña) que parece que los animales no se mantienen como deberían, y desearía que nos hubiéramos saltado eso y no hubieramos pagado más. para ello.De lo contrario, una experiencia muy encantadora. ??",Pareja,4,"Helsinki, Finlandia",6 de agosto de 2023,jul de 2023
Nada como pasar un buen rato con un gran servicio.,¡El recorrido la comida la música lo mejor! ! Seguro y no caro. Compras en el lugar con muchos puestos para elegir.,Familia,5,Letisia Z,5 de agosto de 2023,sept de 2022
Interesante,"Recorrí los canales en una trajinera (Barca local), fue una visita interesante. Un área verde en las afueras de Ciudad de México. Observé una buena cantidad de aves, y visité el ajolotario (Donde crían diversos animales locales). Recomiendo la visita temprano, para evitar el calor. Y ver el mayor número posible de aves, como las garzas, que pescan desde temprano.",Solitario,5,"Las Palmas de Gran Canaria, España",28 de julio de 2023,ago de 2022
Buena manera de disfrutar una tarde,"Encantadora manera de pasar una tarde. Lleva a un grupo de amigos y disfruta de la experiencia. Es algo turístico, pero divertido y no demasiado caro.",Amigos,5,"Dallas, TX",13 de julio de 2023,jul de 2023
Nos encantó,"Si lo haces bien, es una experiencia realmente única y divertida en la CDMX. Mi familia estaba tan contenta de haberlo hecho. Primero, reserva un tour en grupo con un guía. Reservamos a través de Airbnb y teníamos 8 personas y un guía de habla inglesa que nos contó la historia del área, los canales, el ajolote que es nativo del área. También tuvimos buena música, bocadillos y conversación. Las personas que acababan de reservar su propio barco no parecían divertirse tanto. Yo diría que no se lo puede perder cuando visite la ciudad.",Familia,5,"Omaha, NE",3 de julio de 2023,jul de 2023
gran experiencia,"Si quieres pasar un buen rato y relajarte bebiendo cerveza y escuchando la música de Marrakesh y todo esto en un barco que te lleva río arriba y río abajo, entonces sí, definitivamente debes tomarlo.",Amigos,5,Curious10017056610,4 de junio de 2023,jun de 2023
no muy impresionado,"Está bien para los jóvenes, solo una trampa para turistas sin mucho que ofrecer. Caro para lo que era. Viaje por un canal cerrado con todos tratando de vender basura. No es una cosa de la lista de deseos",,1,"Sídney, Australia",5 de mayo de 2023,may de 2023
