Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Una caminata que vale la pena por las vistas.,"¡Ve temprano en la mañana! Es una caminata / escalada justa, y hace calor rápidamente. Cometimos el error de pensar que estaría bien a las 10 am en julio y nos equivocamos. Así que nos tomó más tiempo de lo que pensábamos debido a los frecuentes descansos. El agua se vende en la entrada, aproximadamente a la mitad y en la parte superior. Vi una reseña que se quejaba del faro deslucido; tenga en cuenta que esto es menos para ver el faro y más para ver la vista desde la parte superior (¡impresionante!) Y para salir al puente de cristal (donde obtienes aún más ¡vistas increíbles! ) . ¡Definitivamente lo recomiendo!",,5,,,jul de 2023
Demasiado calor y demasiado lejos para un faro extremadamente mediocre,"Para las personas que no están acostumbradas al calor extremo, este sendero es una caminata cuesta arriba miserable sin advertencia sobre la distancia o la grave falta de protección solar. El sol en la pasarela pavimentada lo convirtió en un horno.El faro no tenía acceso ni a ti y era básicamente un pequeño edificio blanco sin características atractivas.",,1,,,jun de 2023
sunset mazatlan,"excelente lugar para pasar una tardecita caminando ya sea con amigos o familia , quedo muy bonito y agradable lugar",,5,Mecico,,may de 2023
Un lugar que vale mucho la pena conocer.,"Excelente lugar para apreciar y tomar unas fotos del imponente Pacífico, también puedes visitar ahí mismo el mirador de cristal (que tiene un costo extra) y llega con  buena disposición para subir más de 300 escalones, un lugar maravilloso para ver el amanecer y la puesta del sol.",,5,,,abr de 2023
Vale la pena ir,"Es uno de los lugares emblemáticos de Mazatlán. Tiene unas vistas hermosas de la zona de cruceros y embarcaciones grandes como de todo el mar frente al malecón. Solo hay que llevar buen calzado y muchas ganas de subir tanto colina inclinada como 336 escalones. Puedes llegar en pulmonía, los choferes de van explicando el camino que es a la par del malecón.",,4,,,abr de 2023
¡Camina!,"El Faro fue una caminata rápida y divertida hasta la cima del faro (nos tomó 15 minutos). La caminata comienza en un sendero sinuoso que lo lleva a la mitad de la montaña en curvas bien mantenidas.La segunda parte de la caminata son los 346 escalones hasta la cima. Aunque es manejable, no subestimes la quemadura de la pantorrilla al tomar tantos pasos.La vista desde arriba valió la pena. Espere una larga espera para ir al mirador del piso de vidrio. Pagamos $ 1 . 50 USD cada uno para hacerlo, pero terminé sin querer esperar en una fila de 45 minutos en la parte superior. No sentimos que nos perdiéramos nada por no hacerlo.Pude ver que esta caminata se calentaba por la tarde. Temprano en la mañana es probablemente lo correcto para ir. Use zapatos cómodos, traiga agua y disfrute del segundo faro más alto de América del Norte.Para las personas que viajan en un crucero, es un viaje rápido en taxi de cinco minutos y siete dólares hasta el comienzo del sendero. Caminata muy segura y fácil.",,4,"San Francisco, CA",,abr de 2023
"Una experiencia increíble, algo que debes hacer!","Una visita obligada para cualquiera que visite Mazatlán, y un viaje rápido y súper económico en el autobús de la ciudad, ""Sábalo Cantro"" para llegar allí. Vistas increíbles y hermoso paseo. Es una caminata empinada, pero hay muchos asientos donde puede detenerse, descansar, tomar un descanso y disfrutar de las increíbles vistas. Puede comprar agua y jugo a mitad de camino. La pasarela de vidrio era muy fresca y económica.",,5,"Cloverdale, Canadá",,mar de 2023
Vistas hermosas,"El faro es un lugar imperdible en Mazatlán, además de hacer ejercicio se llega y hay un mirador increíble.",,5,,,feb de 2023
Vista increíble,Se requiere de buena condición física para escalar hasta la cima y apreciar la mejor y  más bella vista del puerto. ,,5,,,nov de 2022
Muy bonito.,"Súper recomendable, la subida tarda aproximadamente 40 min. Es necesario llevar agua y hacer pausas, es cierto que es cansado pero lejos de ser imposible, las escaleras están en perfecto estado y las vistas son muy bonitas durante todo el recorrido. El costo del puente de cristal es de $30 por persona, sólo te dejan estar 3 min por grupo.Recomiendo llegar antes de las 9 am y preferentemente entre semana, ya que después se encuentra mucho más concurrido y caluroso.Puedes llegar perfectamente por tu cuenta y la entrada es gratis, totalmente innecesario pagar tour.",,5,"Tlalpan, México",,feb de 2023
Gran vista,El guía turístico estaba bien informado y ver las aves fue divertido. El viaje en tranvía fue bueno. Mucha historia de Mazatlán.,,5,,,ene de 2023
Excelente ejercicio en Mazatlán en EL Faro,"Gran cosa que hacer para obtener excelentes vistas de Mazatlán. Obtendrás un buen ejercicio. Asegúrate de hacerlo temprano en la mañana o al final de la tarde, no justo a la mitad del día porque hará demasiado calor. $) 30 MXN por el deck de vidrio.",,5,,,ene de 2023
¡Incluso mejor la segunda vez!,"Conocimos a Cristóbal de Treasure Tours en marzo de 2022 durante una excursión en tierra desde el NCL Bliss. ¡Fue un guía maravilloso y apreciamos su conocimiento y entusiasmo! Mi esposa y yo decidimos navegar en el mismo itinerario, pero en un barco diferente, esta vez el Discovery Princess. Nuevamente reservamos el recorrido a través del barco, ¡y nos complació mucho volver a encontrarnos con Cristóbal! Se enorgullece mucho de asegurarse de que todos sus invitados tengan todas las oportunidades de ""hacer cumbre"" en El Faro, independientemente de su edad y condición física. Es un gran guía, historiador y fotógrafo. Hemos estado en todo tipo de giras alrededor del mundo y Cristóbal se destaca. Las vistas de El Faro son preciosas y esta excursión es una manera perfecta de hacer un poco de ejercicio fuera del barco.",,5,"Seattle, WA",,ene de 2023
El Faro de Mazatlan,"Muy buena experiencia,buen ejercicio de subir y bajar el faroy para los trotacalles que ejercitan al caminar,..se lo recomiendoy disfrutar un bello atardecer o un amanecer.saludos",,5,"Mazatlán, México",,nov de 2022
Senderismo El Faro,"Hicimos una excursión al faro como una excursión en tierra desde nuestro crucero. El recorrido fue operado por Tropical Tours y nuestro guía fue Cristóbal. No puedo decir suficientes cosas buenas sobre Cristóbal y esta caminata. Él fue muy amable y eficiente. Las vistas eran increíbles. Se tomó su tiempo y estableció un ritmo decente con muchos descansos, ya que nuestro grupo tenía invitados de 18 años y mayores de 74 años.El faro se encuentra en la cima de una isla a más de 525 pies sobre el nivel del mar e incluye más de 340 escalones después de una caminata cuesta arriba de 745 metros. Esto no es para los débiles de corazón, pero si goza de buena salud y está preparado para el desafío, definitivamente lo recomendaría. Asegúrese de buscar Tropical Tours y absolutamente debe solicitar a Cristóbal como su guía.",,5,"Mastic Beach, Estado de Nueva York",,ene de 2023
Increíble vista,"Mi esposo y yo hicimos la caminata a las 10 a.m. antes de que comenzara el calor y ¡todavía hacía CALOR! ! ! Está muy ocupado con todo tipo de personas subiendo y bajando, desde niños, padres, abuelos y todo lo demás. Pasas por una puerta en la parte inferior y si quieres ir por la pasarela de cristal obtienes un boleto por valor de $1. 50 dólares estadounidenses por persona. Hay un camino que te lleva hasta donde empiezan las escaleras. Hay lugares para comprar agua y Gatorade en múltiples paradas en el camino. Las escaleras tienen varios tamaños de altura y los peldaños son irregulares, así que ten cuidado. Hay 330 pasos y tienen marcas para mostrar su progresión. ¡Vale la pena el sudor y las piernas doloridas! : )",,5,"Langley City, Canadá",,ene de 2023
Visita al puente del faro de mazatlan ,"Fuimos en navidad, costó por pasar al puente de cristal 30 pesos por persona costó de baño 10 pesos caro y terriblemente sucios, la subida es algo pesada maso 30 minutos pero la cola para pasar al puente es de más de 2 horas  terrible espera para 3 minutos de fotos con grupos de 10 personas, huele a orines todo el tiempo por qué no hay baño arriba ☝️ y en el puente el olor es terrible a pies sudorosos por que te hacen quitar los zapatos, quien no traiga calcetines recomiendo no subir por que te dan protecciones usadas por otros 1000 cabr0n3s asco! Terrible experiencia por una vista hermosa, subir el cerro es gratis pero debes hacer cola para entrar de todos modos, cola para entrar y cola para subir, cola para el puente y cola para bajar, a mi la única cola que me gusta, es la que lleva el Ron... aplausos y bye",,1,"Ciudad de México, México",,dic de 2022
Senderismo,El camino está asfaltado desde la última visita. Vamos allí por lo menos una vez durante nuestra estancia. Pero tenga cuidado: los pasos pueden compensarse o no nivelarse. Toma agua.,,4,"Prescott, AZ",,nov de 2022
Mirador  de Cristal-Mazatlán,"Mirador en puente de cristal a 157m  s.n.m  una experiencia única accediendo por un sendero de unos 600m y 356 escalones. Aventura inolvidable.. alguien con acrofobia no es recomendable, ya que no lo soy y estaba demasiado nerviosa cuando las fotos",,5,"Coahuila, México",,nov de 2022
Excelente mirador,"La vista arriba del faro es fenomenal, según los encargados del lugar es el segundo faro mas alto del mundo. Es fácilmente el mejor mirador de Mazatlan. La subida es bastante dificil y cansada, especialmente por el calor intenso y la gran humedad. Son 750 metros de altura y es altamente recomendable llevar agua, sombrero y bloqueador solar. No admiten mascotas y la verdad yo no recomendaría llevar niños pequeños o adultos mayores.Una vez en la cima se puede descansar y tomar muy buenas fotos. Hay un puente de cristal al que se hace fila para subir, nosotros hicimos fila 1 hora y 5 minutos. NO es obligatorio subir al puente de cristal, eso es la preferencia de cada persona.",,4,"Hermosillo, México",,ago de 2022
Bastante la caminata.,Pero vale la pena por las vistas y el ejercicio. Una atracción gratuita también. El faro más alto de América. Grandes fotografías.,,5,"Puerto Vallarta, México",,ago de 2022
Muy bonito,Un bonito lugar pero eso si muy cansado para llegar hasta la cima vale la pena subir pero en realidad es súper cansado subir los escalones son demasiados ,,5,"Laredo, TX",,abr de 2022
Linda vista un punto que no debes dejar de visitar,"Llegamos a las 10 de la mañana y no había tanta gente, definitivo llevar tenis o buen calzado ya que hay que subir un poco mas de 300 escalones. Al llegar arriba hay un mirador donde puedes apreciar la hermosa vista. No olvides tu agua y buen bloqueador. ",,4,,,jul de 2022
Actividad Imprescindible,"Es una gran experiencia y un buen reto físico llegar a la cima del faro, sugiero iniciar el ascenso alrededor de las 7am para que el solo no sea un factor en contra. Al llegar a la cima y al puente de cristal te das cuenta que valió la pena el esfuerzo. Un gran lugar para fotos panorámicas y poder apreciar la ciudad.",,5,"Guadalajara, México",,oct de 2021
prepárate para escalar,Esté preparado para subir más de 300 escalones para llegar a su destino. . traer ropa suelta y zapatos para caminar. . venden agua en la parte inferior y superior del faro. . también puedes ver la vista de cristal por 30 pesos por 3 minutos,,5,"Long Beach, CA",,abr de 2022
Magníficas vistas de Mazatlán,"Gran lugar para ver Mazatlán, ver vistas increíbles y hacer algo de ejercicio también. Nuestro guía Cristóbal, hizo un recorrido de lo más interesante. Aprendimos mucho de la historia de la ciudad y viendo su naturaleza. Aconsejó encarecidamente a los miembros de la gira que no pagaran $ 1 por los boletos del balcón de vidrio y habló sobre las técnicas de construcción cuestionables. En general, El Faro no es tanto una visita a un faro, es una vista espectacular y una introducción a Mazatlán.",,5,"Seattle, WA",,mar de 2022
"Win,win ejercicio y vistas","Nos encanta caminar hasta el faro, ya sea temprano en la mañana o al atardecer.Gran ejercicio y las vistas no pueden ser superadas, ¡y es gratis!",,5,"Parry Sound, Canadá",,mar de 2022
Un poco de ejercicio pero vale la pena la vista.,"Bonitos caminos. Las escaleras no son empinadas y ocasionalmente aterrizan. No hay muchos lugares con sombra. Con dos pequeñas paradas de descanso subiendo, tomó 12 minutos llegar a la cima. Tienen agua a la venta en la parte superior. Los baños solo están disponibles en la parte inferior por 10 pesos.Tómese su tiempo para bajar y disfrutar de la hermosa vista.",,5,"Minneapolis, MN",,feb de 2022
