Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
"Si vas a Mexico , no puedes perderte este lugar","Imposible no ir a este lugar si vas a Ciudad de México, caminar por sus boulevares, parques , bares y restaurantes, shopings (malls) y muchas cosas más. Avenidas con mucho glamour , negocios de primeras marcas , malls (shoping) abiertos , cerrados , todo lo que necesitas esta en Polanco",Familia,5,"Imposible no ir a este lugar si vas a Ciudad de México, caminar por sus boulevares, parques , bares y restaurantes, shopings (malls) y muchas cosas más. Avenidas con mucho glamour , negocios de primeras marcas , malls (shoping) abiertos , cerrados , todo lo que necesitas esta en Polanco",3 de agosto de 2021,ago de 2021
Barrio bastante aburrido,Lo único que me llamó la atención es este barrio para gente pudiente fue el maravilloso museo Suomaya. El resto muy similar a los barrios adinerados de cualquier país.,,2,"Madrid, España",3 de agosto de 2021,jul de 2021
A salvo,Nos alojamos en esta zona por 3 noches en JW Marriott. Caminamos a las 11:00 de la noche y lo encontramos seguro. Nunca había visto tanta policía en un área en mi vida.,,5,"La Verne, CA",26 de julio de 2021,jul de 2021
No puede faltar,"Polanco tiene todoooooooo, es hermoso, muchos restaurantes de todo tipo y precio, tiendas también de las mejores marcas hasta tiendas con productos artesanales y locales. El sabor de sus calles es único, casas grandes muy antiguas y es súper seguro para caminar con la familia. Si vienes a conocer Mexico no puede faltar esto en tu itinerario",Familia,5,"Santiago de Querétaro, México",9 de mayo de 2021,may de 2021
La mejor zona de la parte central.,"Edificios residenciales verdes, tranquilos y bonitos, galerías, tiendas y restaurantes. Parece seguro. Zona perfecta para desayunar, comer o cenar. O simplemente para pasar el rato.",Amigos,5,"Vilna, Lituania",25 de abril de 2021,abr de 2021
Zona de gama alta pero sucia y asquerosa.,"Área de alto nivel, sin embargo, sucia, sucia y llena de personas sin educación que no respetan las reglas y se sienten dominadas.",,2,503veronical,9 de abril de 2021,mar de 2021
Terminé quedándome 1 semana más,"Simplemente un lugar agradable para estar, seguro, cerca de excelente comida y restaurantes de todo el mundo. También tienen excelente comida local cerca.",,5,Noruega,3 de noviembre de 2020,oct de 2020
¡Visite la tienda de William Sonoma California!,"Polanco es una parte muy transitable de la ciudad con aceras anchas y planas, ¡así que no se limite a conducir! ¡Uber o maneja, estaciona y explora!",,5,"Ciudad de México, México",12 de octubre de 2020,oct de 2020
"Polanco, el lugar moderno y relajado en medio de la ciudad.","Polanco es uno de mis barrios favoritos en la Ciudad de México. Es tranquilo comparado con el resto de la ciudad, pero hay mucho que hacer y ver en la zona. Hay pequeños cafés y restaurantes agradables por todas partes en la zona. Muchos árboles y plantas en todas partes que son nativas de México. Es un lugar de visita obligada para visitar en la Ciudad de México.",,5,"Polanco es uno de mis barrios favoritos en la Ciudad de México. Es tranquilo comparado con el resto de la ciudad, pero hay mucho que hacer y ver en la zona. Hay pequeños cafés y restaurantes agradables por todas partes en la zona. Muchos árboles y plantas en todas partes que son nativas de México. Es un lugar de visita obligada para visitar en la Ciudad de México.",20 de septiembre de 2020,sept de 2020
Gran Barrio,"Buen barrio, medianamente tranquilo, en donde hay restauración y bares en gran número.Calles muy bien trazadas y edificios bonitos. Algunos notables.A callejear..Recomendable.",,4,"Logroño, España",12 de marzo de 2020,ago de 2019
Polanquito,Polanco es un sector genial de la ciudad en donde encuentras muchos restaurentes y bares. Un sector muy entretenido.,,5,"Guayaquil, Ecuador",26 de febrero de 2020,feb de 2020
"Polanco, a cualquier hora","El tema allí es caminar, estar atento a percibir el ambiente ya q desde oferta culinaria, ambiente, shopping, la caminada. . . Puedes sentir un Mexico que habla de calidad, seguridad, y sobretodo ambiente.  Siempre descubro algún rincón nuevo, y me encanta buscar esos spots que visité y me dejó la invitación a volver.  Este viaje hallé la tiendita de especies árabes!! Delis!! Y conocimos más restaurantes!  Bravo!!",Amigos,5,Guatemala,21 de febrero de 2020,feb de 2020
El Barrio ( la Colonia ),"es uno de los barrios mas lindos de la ciudad con edificaciones muy bonitas , calles muy bien trazadas y muy arborizado , vale la pena visitarlo",,5,"Medellín, Colombia",6 de febrero de 2020,ene de 2020
