Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Maravilloso,"Todo excelente lo recomiendo,en el lugar nos trataron como en casa 100% recomendado para pasarla bien, faltaría agrega agua de regreso",,5,,,jun de 2025
Una experiencia inigualable!!!!,"Excepcional!! Súper divertida!!!Giovanni, nuestro acompañante durante la experiencia, divino. Hizo de la atracción una experiencia inolvidable.",,5,,,jun de 2025
An unforgettable night,"The atmosphere is very pleasant, you interact with the people who go on the trajinera, the staff members are very friendly.",,5,,,jun de 2025
"La verdad que sólo puedo decir que volvería las veces que pueda, porque el lugar no tiene de desperdicio","Que sigan abriendo las puertas a ese lugar, tan hermoso para que los visitan te puedan disfrutar de tantas cosas bonitas que tienen",,5,,,jun de 2025
Fiesta not Siesta,Best time ever! The entertainment and food were top notch. I would recommend without hesitation.  You will love every second of it!,,5,,,jun de 2025
Great time,Great time will do again Freddy and alby great and wonderful people the food was great everything was great thank you so much for wonderful hospitality thank you for great service and good time,,5,,,jun de 2025
Excellent place to get introduced to Mexican culture and music,"A very nice Mexican experience. Was here with friends and enjoyed a lot. The atmosphere is great with live music, food, dance and drinks. Loved the theme. The guides are very energetic and cheerful with fun games planned for the evening. Definitely a must visit place to get a taste of Mexican culture and music. You’ll make new friends here in case you are visiting solo.",,5,"Bangalore, India",,
100 recomendable,"Todo muy bien, buen ubicado, agarre el tour para no manejar!!! Comida bien, trago a Full, si quieres algo más fresa igual se puede comprar, si lo recomiendo",,5,,,jun de 2025
CUMPLEAÑOS MEGA INCREIBLE,"Fue mi cumpleaños y Josue y Cesar encargados de la trajinera me hciieron pasar un Cumpleaños Increíble, se los mega recomiendo.",,5,,,may de 2025
Unforgettable experience!!,"100% more than what I expected. Food was ok to taste the traditional Mexican dishes and drinks, and they have options for dietary restrictions. From the transportation to the end of the party, it was an excellent experience. Live music was incredible, facilities are beautiful, staff is polite and our guides Diego and Roberto from Viva Cancun Trajinera were outstanding!  Very nice experience! Worth every penny plus a good tip!",,5,,,may de 2025
Xochimilco,"Visita, personal y guía son increíbles! Javier, el guía y Juan, el que llevaba el bote, hicieron que nuestra estadía fuera la mejor de todas. Hay que volver.",,5,Florida,,may de 2025
Muy lindo lugar muy bien mantenido,Todo bien no nos sacamos las sesiones de fotos solo por la espera que había Bueno en una próxima si o si. Volveré en otra oportunidad,,5,,,may de 2025
Felicidades,"Amazing experience, great drinks, Julio Caesar was fantastico and made the experience memorable and worth it. Can't wait to come again!",,5,,,may de 2025
Lástima!,"Todo parecía ir bien, la música bien, la comida y los paisajes re lindos el barco puebla bonito. Pero el encargado animador Alberto y el capitan ángel Miguel andaban en un pleito de nunca acabar. Llegó un momento que estuvo tenso el ambiente el animador Alberto no nos ponía atención por estar en el celular y el capitán se la pasaba chocándo a propósito para hacer enojar al otro y no le importaba que la gente se asustara por los golpes y por su cara de malo.Triste por que todo iba bien opino que no los pongan juntos por qué nos arruinaron la noche al menos a mi y mi familia. aun lado teníamos un barquito donde si se la estaban pasando bien.esperemos regresar.",,2,,,may de 2025
Una fiesta al estilo mexicano,"Este parque es increíble, mucha fiesta y diversión. En esta ocasión fui a celebrar a mi madre, acompañando de mi papá. La comida y el servicio impecable.Gracias a Isaí y Luis de la trajinera “San Luis Potosí” por hacer una noche memorable.",,5,"Cancún, México",,
Fantástico,Me encantó fue una experiencia única divertida emocionante es algo que volvería hacer las veces que pueda gracias por los mejores días y las mejores vacaciones,,5,,,may de 2025
My best Birthday gift,"This place is amazing love the service, music and interaction staff has towards the ride to make a great experience 🥰 the food is great",,5,,,abr de 2025
The best time!,"I came here for my birthday and had the best time ever! I 1000 percent recommend! I will be coming back! The staff, park, food was great!",,5,,,abr de 2025
Excelente animación,"La mejor Animación, Tony de la Trajinera de Campeche. Buena etiqueta, excelente energía y sentido del humor espectacular!",,5,,,abr de 2025
Xoximilco lugar que debes visitar,"Gran ambiente familiar, cena deliciosa, el personal muy cordial, instalaciones increíbles. cuenta con accesibilidad para todos los visitantes.",,5,,,abr de 2025
No te lo puedes perder,"Me encantó convivir con personas de diferentes lugares del país e internacionales, excelente calidad de alimentos, bebidas deliciosas, tequila suficiente.",,5,,,abr de 2025
Una excelente  semana y uno de las mejores noches en los parques del hotel xcaret,Una experiencia  formidable me dejo in buen sabor de boca  el como los chicos encargados de ambientar dan todo de ellos para que uno se divierta.,,5,,,abr de 2025
NO TE LO PUEDES PERDER,"Una de las experiencias más imperdibles que puedas tener ! Mucha música, ambiente, comida, bebida y bailes ! No recomiendo ir con bebés. Ya que el ambiente está bien activo.",,5,,,abr de 2025
El mejor parque ,"Me ha encantado el parque, nuestro animador de la trajinera Puebla fue el mejor, nos hizo el viaje muy divertido y que convivieramos con personas que no conocíamos pero al final, todos nos hicimos amigos Definitivamente volveríamos, quedamos enamorados de las instalaciones, comida y personal ",,5,"Cancún, México",,
Excelente experiencia,"Excelente servicio de parte de todo el personal, son personas muy atentas a las neceisdades del cliente. En especial agradecimiento a Hector y Richie que nos amenizaron el paseo.",,5,,,abr de 2025
Best tour in Cancun,"Absolutely amazing.   Super fun, very friendly staff. Very accommodating to food restrictions and very interactive with beautiful scenery.  A must do",,5,,,
