Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
"Playa llena de gente, muy sucia","Esta playa era muy sucia, basura por todas partes en la arena y el agua. Los asientos disponibles estaban en mal estado, no recomendaría.",,1,,,jul de 2024
Mariscos en primera línea de playa Cancún,Los mejores y más valiosos mariscos de Cancún. Debes probar el pargo y el cóctel de camarones. Gran servicio y gran vista... preguntar por Santos o Lisandro,,5,"Orlando, FL",,jun de 2024
Bonita playa,"Playa de aguas cristalinas con toda clase de servicios, desde hamacas y sombrillas a restauración. Arena blanca y limpua. Acceso público. ",,5,"Asturias, España",,abr de 2024
"Linda playa, entorno descuidado","Otra playa de Cancún a la que se accede sin costo. Se encuentra entre hoteles y locales comerciales y donde funciona uno de los embarcaderos desde donde parten hacia las Islas Mujeres y Cozumel. Tiene un predio para estacionar gratis justo en el acceso, pero no es fácil encontrar lugar a menos que se llegue temprano. Nosotros dejamos el auto a varias calles de allí y caminamos.La playa en sí es de arena suave, poco oleaje y no había sargazo cuando fuimos, sin embargo, al entorno lo noté bastante descuidado y desprolijo, con sectores con pastos altos, por lo que solo estuvimos un rato y seguimos nuestro recorrido.Entiendo que es una playa pública y gratuita, y presumo que con mayor cuidado se embellecería, pero en este viaje he visto otras playas también públicas que me resultaron más lindas y cuidadas.",,3,"Córdoba, Argentina",,oct de 2023
Playa ubicada zona comercial,"Ubicada en la zona hotelera cerca de los comercios, esta playa tiene su parador, si bien es pequeña, cuenta con todo sus infraestructura que la hace especial.",,4,"Buenos Aires, Argentina",,mar de 2024
Vista increíble,"Hermoso lugar con increíble agua cristalina! Playa Tortugas está ubicada en Cancún, justo al noroeste de la Zona Hotelera, y se puede acceder a ella en autobús o en auto de alquiler. También se encuentran disponibles alquiler de sombrillas y sillas.",,5,"Southampton, UK",,mar de 2024
"Playa, sol, arena  y mar","Execelente ubicación, traer lo escencial para pasar un día chevere, buen ambiente, rapido acceso, lugar muy turístico para pasarlo super",,4,"Escobedo, México",,feb de 2024
NO SINO DE VENDEDORES CON CAMISAS ROJAS. ¡¡¡Son estafadores!!!,"No compres paquetes de los chicos de camisetas rojas, especialmente de Julio. Los vendedores venden paquetes a través de una empresa que se llama Merpago tours, venden paquetes de snorkel pero no tienen equipo de snorkel, te llevan a un muelle lejos de allí y no tienen catamaranes solo botes de pescadores. Luego, los proveedores culpan a las empresas por no cumplir con las entregas, mientras que las empresas culpan al proveedor por venderle servicios que ellos no brindan.",,1,"Dallas, TX",,dic de 2023
Playa Tortugas Cancún ????,Hay playas mucho más mejores en Cancún. Cerca del ferry a la isla mujeres. No volvería a visitar esto.,,3,,,mar de 2023
Bonita playa con restaurante justo enfrente.,"Un lugar agradable donde hay menos turistas principalmente que lugareños con familias muy buen ambiente playa tranquila a diferencia de la que está frente a todos los hoteles, el único inconveniente es que hay bastantes algas y no hay supervisión.",,4,Canadá,,sept de 2023
Playa sin olas,Una playa sin refugios para el sol. A menudo hay mucha basura pero el agua está limpia. La parte normal de la playa es sólo una estrecha línea entre las paredes y el mar.,,4,"Cancún, México",,ago de 2023
Bella,"La playa es muy bonita y tranquila, un poco elevado el costo de camastros (alquilar), cerca de centro comercial",,5,,,jul de 2023
Debes probar este lugar,"No busques una playa como en el resort, pero es un lugar justo si consideras que es gratisLa playa está cerca de Riu Laguna, y también es el lugar desde donde puedes tomar el ferry a Isla Mujeres.",,5,"Calgary, Canadá",,jun de 2023
Carteristas Al Subir a un Camion,"Todo bien bonito y super! Los del Ferry bien profesional. Hasta cuando: Cuidado con los carteristas al bajar del Ferry y subir a un camion. A mi me intentaron robar, me di cuenta y los cache. Me regresaron la billetera y se fueron. Lo raro es que nos subimos a un camion que no era el No. 1 o No. 2 camiones rojos. Era un camión fuera de serie. Cuidado!",,5,,,jun de 2023
Una de las playas preferidas de mi niño,"Playa con poco oleaje, para que puedan estar los niños y las personas que no saben nadar, desafortunadamente hay sargazo (da mal aspecto pero se puede tolerar, es decir, el sargazo no es demasiado y se puede nadar bien), le gusto mucho a mi hijo (tiene 5 años y apenas está aprendiendo a nadar), además de hay se puede tomar el catamarán todo incluido a isla mujeres, donde es súper aconsejable se queden varios días",,4,,,abr de 2023
Playa Hermosa,Es una playa hermosa.Tiene acceso a restaurante y bar y tambien embarcadero para varias islas cercanas. Hay disponibilidad de sillas gratis.,,5,,,dic de 2022
"zona hotelera cancun, playa mar tranquilo","hermosa playa de mar tranquilo, cristalino, con entrada pública desde el Bv. hay un oxxo para comprar viveres, es una playa publica, se comparte con todo el mundo, arena limpia y blanca, hay algunas rocas, se disfruta mucho, al costado salen los ferrys para Isla Mujeres, pero no molestan la tranquilidad de la playa.  Se entra por un pasaje público entre los hoteles de la zona. Hay un restaurante en la misma playa, no hay sillas ni sombrillas para alquiler.",,5,"Montevideo, Uruguay",,feb de 2023
está bien,"Playa pública típicamente concurrida. Un montón de algas. Hay bares y restaurantes cerca, pero los hoteles a lo largo de la playa son caros y ruidosos. No es un lugar para quedarse. Cancún tiene una gran cantidad de mejores playas.",,3,"Greater London, UK",,dic de 2022
Mala,Marcan como playa pública.Con estacionamiento libre publico pero hay un grupo de señores que están cobrando estacionamiento depende $100 o más.,,1,,,dic de 2022
¡Manténgase alejado de los agentes de viajes del estacionamiento!,"Se suponía que abordaríamos el ferry a Isla Mujeres desde aquí. En el estacionamiento del auto nos encontramos con un señor que dijo que tiene un tour que nos lleva a la isla en el ferry y luego nos sube a un pequeño bote que da la vuelta a la isla haciendo 5 paradas. Estaríamos haciendo esnórquel, nadando y los botes nos darían tiempo suficiente. Una vez hecho esto, el bote nos lleva al gran ferry que nos lleva de regreso al puerto de Playa Tortugas. ¡QUÉ ESTAFA! . nos hicieron pagar 10 veces el costo del ferry y cuando aterrizamos en Isla Mujeres. . . ¿adivina qué? no había bote pequeño. No había nada. Caminábamos por todos lados.",,2,"Nueva York, Estado de Nueva York",,nov de 2022
SIN SARGAZO,"Muy bonita playa, no encontramos nada de sargazo,hay restaurantes para comer, tienen variedad en sus platillos y es muy facil de llegar ",,5,"Ciudad de México, México",,ago de 2022
OK,Vista muy bonita de la arena y del paisaje. Limpio pero bastante pequeño. Las olas no son muy fuertes. Un poco de agua fría en una mañana de febrero.,,4,,,feb de 2022
Precioso Cancún!,"He viajado a Cancún unas 5 veces. Cada vez fue una experiencia increíble de excelente comida, hospitalidad, música y, por supuesto, el agua hermosa y las ruinas locales, discotecas y mercados. Ir.",,5,Estados Unidos,,dic de 2021
Un montón de barcos y excursiones.,"Esta no es la playa más grande de Cancún. Tiene muchos barcos (ya que muchos tours salen del área) y restaurantes. Debido a los barcos, no encontré que hubiera muchos lugares para nadar. Vale la pena caminar, especialmente para nosotros, nuestro hotel estaba cerca sin problemas para ir y volver.Si sigues por la playa, caminando hasta el final de la playa, encontrarás una zona que solo tiene casas, si sigues, terminarás en la zona de la playa del Hotel Renascence, que es muy agradable, como un piscina.",,4,"Calgary, Canadá",,dic de 2021
Gran playa,"Una gran playa pública con puerto marítimo, es un lugar tranquilo y la arena blanca hace que los colores del mar sean sensacionales, con restaurantes y bares donde alimentarse y pasar un día genial.",,5,"Medellín, Colombia",,nov de 2021
¡Alquilé un yate privado y nos dejó varados!,"Alquilamos un yate por “7 horas” que incluía snorkel. Al llegar al lugar de esnórquel, proporcionaron una máscara y un esnórquel, ¡SIN ALETAS! Lo intentamos durante 1 minuto muy largo, pero sin aletas no conseguíamos nada. Luego fuimos a Isla Mujeres por 45 minutos y nos dijeron que era hora de irnos. ¡Éramos como qué! Lo alquilamos por 7 horas. Pedimos hablar con el ""jefe"" desde el teléfono celular de los chicos, pero el ""jefe"" se negó a hablar con nosotros. Allí nos dejaron varados y tuvimos que pagar y tomar el ferry de regreso a Cancún. Horrible negocio.",,1,,,abr de 2021
Es un fraude,"El 31 de marzo de 2021 mi familia(6) y yo fuimos engañados  al adquirir  un ""tour"" en Isla mujeres en $6300 nos prometieron 7 horas de paseo en un catamarán ""privado""para ir a ver a los delfines y tortugas, hacer snorkel y la comida, visitar  Isla mujeres y los arrecifes y tomarnos la fotografía  con las letras que dicen Isla mujeres, de lo cual es importante  señalar que solo recibimos lo siguiente: 4 horas de recorrido en una lancha, siendo que me habían  ofrecido  un otro tipo de embarcación,visita a Isla mujeres y los arrecifes.Externé mi queja, pero como ya sabrán  todos se pasan la pelotita y nadie se hace responsable, es verdaderamente  una pena que entre mexicanos  hagamos fraude y no hablemos claro. Al terminar  el paseo  un chico que  iba manejando  la lancha me pidió  que  le devolviera  el comprobante de pago para  que a su compañera le pudieran pagar, casi estoy segura  que lo quería  para que no hiciera otro tipo de reclamación, pero  antes  de entregarlo le tomé  foto.Así  que por favor, no permitas  que te pase a ti  lo mismo  que  a mi.",,1,,,mar de 2021
"La playa es muy bonita, pero hay demasiada gente y muy caro","En sí la playa es muy bonita, y el mar es excelente para nadar, ya que es muy tranquilo, pero al ser una playa pública, está atestado de gente y de vendedores",,3,"Ciudad de México, México",,feb de 2021
No es para turista internacionales,"Playa tortugas un lugar hermoso, pero lastima que el ambiente que hay es de terror. Te atacan primero diciendote en donde estacionar para que les pagues eatacionamiento, mientras que hay lugares sin cargo. (No los escuchen). Luego se vienen encima miles de vendedores ofeeciendo de todoooo y lo peor te quieren alquilar sombrillas o sillas - camastros que son de terror. Todos rotos y sucios.  Esta lleno de gente por tpdos lados. Una lastima por la playa es re linda y con aguas tranquilas para ir con niños. Ni limpian el sargazo.",,1,"Vicente Lopez, Argentina",,feb de 2021
BRILLANTE,"Un lugar muy agradable para dar un paseo, en familia o solo, la playa es hermosa, con aguas cristalinas, más de lo que puede esperar.",,5,"Edmonton, Canadá",,ene de 2021
Hosterías y restaurantes cerrados,"Si quieres pagar por sentarte en un depósito de chatarra, este es el lugar para ir. Todo está cerrado y lo único que encontrarás es gente que quiere vender todo tipo de cosas y no te dejarán en paz.La gente no es muy amigable y seguirán siguiéndote hasta que les compres algo. Es un lugar horrible. Salimos después de 5 minutos.",,1,"Cancún, México",,ene de 2021
"Linda, para pasar un rato.","De ómnibus, tomando el R1 ó R2, Que por $12 Mex, tiene paradas en todas las playas de la zona hotelera. Se puede caminar prácticamente de continuo por toda la zona hotelera de Cancún, siguiendo las playas (a veces hay algunas rocas o hay que meterse un poco al mar). Hay veces donde uno tiene que pasar por dentro de los hoteles, pero te dejan pasar, “porque las playas son Publicas en México” dependiendo del guardia, algunas veces más amables que otras, pero uno indica que quiere pasar para ir a la playa del otro extremo y te dejan pasar, no pueden negarse.El primer tramo del “siete” de la Zona Hotelera (hasta pasar el faro, km 9), las playas son de mar tranquilo, con una franja de arena en general estrecha y algunas zonas muy rocosas. *Playa Tortugas: Km 6.5: Playa muy popular y concurrida a la cual llega gente del lugar. Las aguas tranquilas son ideales para los deportes náuticos. Hay servicios sanitarios, locales de comidas y Oxxo.No fué de mis preferidas, porque tiene mucha roca, pero para estar un rato, tomar fotos y seguir, vale. ""No se pierdan de caminar y conocer todas las playas de Cancun"" Todas son diferentes y hermosas.",,4,"Puerto Madryn, Argentina",,dic de 2020
Para disfrutar,"Cancún tiene muchas playas hermosas con una gran variedad de tonos azules, y playas privadas que corresponder a los lujosos hoteles de la zona hotelera pero también tiene playas gratis que no debes dejar de visitar, tal es el caso de Playa Tortugas, que tiene una maravillosa zona para nadar, pasar un rato amigable, con restaurantes alrededor y una actividad extrema que puedes realizar, que es el salto en bungee que no te debes perder, al momento de aventarte del bungee caerás en la deliciosa y fresca agua del mar, la arena de la playa es muy finita y blanca, y ni hay casi zargazo, aunque si hay muchas algas que a lo mejor te puedan molestar o dar asco pisar, ten cuidado en pararte sobre las piedras pues te puedes resbalar",,5,"Tampico, México",,dic de 2019
Tour por el club de playa y esnórquel,"El club de playa es fantástico, y Julio nos reservó un tour de snorkel increíble con David, Chippy y Cecilia. El tour y los guías fueron los mejores. Recomendamos encarecidamente este impresionante recorrido, que concluye en el hermoso El Cielo.",,5,"Cleveland, OH",,jul de 2020
Hermosa playa ,Es una de las playas más lindas de Cancun. La temperatura y el color del agua valen por si solas el paseo. ,,4,"Montevideo, Uruguay",,ene de 2020
Cuidemos las playas publicas,"Visité Playa Tortugas en Diciembre con mi familia en temporada alta, obviamente había bastante gente, fiesta, ruido y basura... tanto que me recordó al Acapulco de hoy, es una pena que un lugar tan bello se esté deteriorando por la irresponsabilidad de la gente que la visita. Llegando al estacionamiento olía raro, feo por no decir mas, pero decidimos conocer esta playa por su ubicación y por ser de las pocas playas publicas con oleaje tranquilo y servicios de comida y baños en la zona hotelera.La playa es pequeña con oleaje ideal para niños o nadadores principiantes y aun conserva los colores turquesa del Caribe mexicano, pero al tener una terminal de ferrys rumbo a Isla Mujeres se concentra mayor gente y por ende contaminación. Nade un buen rato en la playa y me dio gusto ver algunos peces y otros animalitos marinos en las rocas cercanas al risco de piedras, pero mientras nadaba y caminaba por la playa, recogí vasos de plástico, popotes, latas de cerveza y envolturas de frituras y solo encontré 2 botes de basura en el acceso principal a la playa !!!Creo que a Cancun le hace falta urgentemente mejores medidas de cuidado y protección ambiental, limpieza de playas, prohibición de popotes y plásticos y sobretodo un programa efectivo de educación ambiental para todos los que visitamos esas hermosas playas caribeñas, y digo urgente porque va en detrimento la flora, fauna y belleza de la región, así como hace años empezó el deterioro de aquel bello Acapulco... ""Pongamos nuestro granito de arena cada uno y logremos el cambio""Gracias!",,3,,,dic de 2019
Lindo lugar para pasar el dia,"La playa es pequeña, con oleaje muy leve, ideal para ir con niños, y con lugares para comer y tomar una cerveza, ahí mismo hay baños públicos y tiendas de conveniencia, cuenta con estacionamiento aunque se llena muy rápido y hay paradero de autobuses.",,4,"Cancún, México",,ene de 2020
Jorge ramirez sunrise travel estafan!,En parqueo venden el pase catamaran es estafa para ir isla mujeres jorge ramirez de sunrise travel o kiddie travels pagamos $140 dls p comida y ver tiburon y peces es falso te quieren enviar en panga sin chalecos habian 11 personas con niños y no tenian seguridad o chalecos nos quejamos y nos amenazaron,,1,,,dic de 2019
Hermosa,"Lleve a mi familia a conocerla y se enamoraron de la tranquilidad tanto de personas como del mar, parece una alberca natural... mi sobrino no quería salir de ahí y mi mamá que no es mucho de entrar al mar lo disfruto muchísimo también, regresaría sin dudarlo.",,5,"Morelia, México",,sept de 2019
EXCELENTE LUGAR ,"Un excelente y bello lugar para disfrutar en compañía de los amigos de las frescas aguas del mar Caribe excelente vista restaurantes con platillos muy deliciosos a precios bastante accesibles cercanos al lugar y por un bello paisaje qué más podemos pedir en esta playa tortugas la diversión la pone uno, es un lugar apto para visitar solo o acompañado ya sea por la pareja, los amigos, familiares y demás, se llega a esta playa muy fácil a bordo de la ruta que va a la zona hotelera se dice que si llevas tu auto el estacionamiento de esta playa tiene un costo de $100 y además el pagar tu estacionamiento te hace acreedor a una pequeña sombrilla para que no estés a la intemperie en esta Blanca playa. Sin duda una playa con visita obligada si vienes a Cancun. Por cierto aquí esta libre 100% del molesto sargazo, por alguna razón es de las. Pocas playas que no ha sido invadida por esa alga. ",,5,"Cancún, México",,ago de 2019
